school_id,cn_name,en_name,tags,faculty,school,category,entry_month,duration,tuition,interview,objectives,apply_requirements,language_requirements,analysis,curriculum,url
,电气和计算机工程理学硕士,MS in Electrical & Computer Engineering,"工科, 电气电子",,佛罗里达大学,电气电子,STEM,秋季,30学分,无,无,GPA达到3.0或以上。,雅思: 80; 托福: 6,课程设置： 有论文选项和非论文选项。对于非论文硕士学位选项，学生必须完成 30 个研究生学分。学生必须完成 12 个学分的深度/广度要求才能获得 ECE 硕士学位。要完成这一深度/广度要求，学生必须从 ECE 系的五个研究部门之一（即计算机工程、设备、电磁学和能源系统、电子学、信号与系统）修读至少 9 个深度学分的 ECE 课程。此外，学生必须在其申报的深度研究部门之外的 ECE 系完成至少三个广度学分的课程。学生可以参考课程大纲来确定每个研究部门包含哪些 ECE 课程。对于论文硕士学位选项，学生必须完成至少 30 个学分，其中包括最多 6 个学分的 EEL 6971（硕士论文研究）。学生必须完成 12 个学分的深度/广度要求才能获得 ECE 硕士学位。要完成此深度/广度要求，学生必须从 ECE 系的五个研究部门之一（即计算机工程、设备、电磁学和能源系统、电子学、信号与系统）修读至少 9 个深度学分的 ECE 课程。这九个深度学分中至少有三个必须达到 6000 级别。此外，学生必须在其申报的深度研究部门之外的 ECE 系完成至少三个广度学分的课程。项目也比较适合读博。就业方面：就业范围十分广泛，包括人工智能、汽车、航空航天、生物医学、物联网、网络安全、智能电力等。 录取方面：佛罗里达大学工学院在USNews综合排名前30大学中稳稳当当，项目录取Bar不算高，学校一般的也可以尝试。,未找到课程设置,https://www.ece.ufl.edu/academics/graduate/
,会计硕士,Master of Accounting,"商科, 会计",,莱斯大学,会计,STEM,秋季,一年,无,无,"1. 在申请 MAcc 计划之前，您必须完成与 Rice 的入门级财务会计本科课程 BUSI 305：财务会计的直接等效课程。

2. 除了 BUSI 305：财务会计（财务会计导论）之外，还有另外两个会计先决条件：

BUSI 405：财务报告问题 I（中级财务会计 I）
BUSI 440：审计
您有两种选择来满足这两个会计先决条件。 我们在莱斯大学的夏季课程 I 期间（5 月中旬至 6 月初）在校园内提供与这些课程相当的为期 3 周的重点课程。 （请注意，预科课程将收取额外学费。）或者，您可以通过其他机构直接参加这些课程，但须经 MAcc 招生委员会批准。

3. 即将入学的 MAcc 学生还需要 15 个商业相关学科的学分，例如统计学、经济学、管理学、市场营销、金融和信息系统。 如果您计划通过德克萨斯州申请注册会计师执照，德克萨斯州公共会计委员会 (TSBPA) 要求注册会计师候选人完成相关业务科目的 24 个学分。 这 24 个学分中的 9 个将通过 MAcc 课程教授，剩下 15 个学分你需要在开始 MAcc 之前完成。",雅思: 90; 托福: 7,无,未找到课程设置,https://business.rice.edu/academic-program/master-accounting-macc
,统计学理学硕士,MS in Statistics,"理科, 数学",,康涅狄格大学,数学,秋季,3个学期,"2,227美元/学期",无,无,整个本科累计平均绩点为3.0;本科最后两年的平均绩点至少为3.0;或在整个本科最后一年表现优异(3.5或以上)，成功完成三个学期的微积分和一个学期的线性代数。有统计学背景会有帮助，但不是必需的,雅思: 79; 托福: 6.5,无,未找到课程设置,https://statistics.uconn.edu/graduate/masters-in-statistics/
,金融硕士,MS in Finance,"商科, 金融",,罗切斯特大学,金融,STEM,秋季,1或1.5年,机面（kira）/真人单面,无,无,雅思: 100; 托福: 7.5,"罗切斯特大学金融硕士项目在2023金融时报全美pre-experience MS in Finance programs排名中位列第三，项目为学生奠定扎实金融理论基础的同时，也注重培养学生的数据分析专业技能以应对大数据时代下的全球金融市场变化。MSF项目历史比较长，已经非常成熟了，可以根据是否要internship选3学期毕业或4学期毕业。课程设置：涵盖金融建模分析、投资管理、风险管理、和公司财务等金融分支，有一个applied finance project，主要是利用学院自身的资源对接的一些当地的公司或是创业项目，学生作为外部咨询顾问参与。虽然课程也涉及到python，excel等量化分析工具的学习，但是并没有教得特别深入。课程比较固定，只有1门真正的自选。值得一提的是，学院有三大知名金融期刊，Journal of Financial Economics, Journal of Accounting and Economics和Journal of Monetary Economics；还有各种学生专业对口的Club。就业方面：罗彻斯特大学Benet职业管理中心为学生提供了就业支持服务，无论是校友分享还是company visits这些职业辅导活动都让学生更好地获得真实商业世界的体验。就业数据还是非常不错的，Simon所有Master项目53%的国际学生能够留美就业（敢于直接写出这个数据的项目也不多的），整体就业率达到94%。金融项目毕业生的就业去向主要是金融服务业和咨询。回国同学的主要去向是券商，Simon在国内券商的认可度还是很不错的，但针对一些比较看重实习经历的券商投行部或者研究所来说，建议先在美国积累一定的实习经历，会更加有益。如果没有实习，可能相比国内金融研究生来说会有一定劣势。录取方面：MSF是Simon四个项目里size最大的，bar不算很高，奖学金也很大方，超过50%的学生会有奖，基本是人手一申的项目，申请早或晚的轮次可根据Rochester作为不同的选校梯度来调整。",未找到课程设置,https://simon.rochester.edu/programs/full-time-ms-in-finance
,法学硕士,Master of Laws,"社科, 法律",,杜克大学,法律,秋季,1年,70599美元,无,无,不需要G,雅思: 100; 托福: 7,"杜克大学法学院在全美法学院中一直处于Top 14的位置，尼克松总统就毕业于杜克法学院。值得一提的是，Duke大学法学院一直跟中国关系很好，比如杜克大学法学院与中国大学（如清华/北大/人大等）的法学院之间的交流与合作非常紧密。杜克大学曾经设立了全球领袖奖学金（Global Leader Scholarship），面向中国9所法学院的最优秀学生开放，支持在杜克大学法学院攻读LLM，JD和SJD学位的中国学生。

课程设置：杜克大学LLM项目是专门为国际学生设置的，除了2门必修课外，学生可以自行选择其他课程。除了法学院的课，学生还可以选Fuqua商学院和Sanford公共政策学院的课程。此外，杜克LLM也提供了3个certificate供学生选择，分别是环境与能源法、商法和知识产权法。Duke的LLM允许转入本校JD，且不需要提供LSAT成绩，但是LLM GPA要在Distinction（大概3.7）以上，对学生的要求还是挺高的。

录取方面：杜克是极少数给出LLM class profile的学校，20秋入学的有23人，21春入学的有51人。LLM中国学生在10人左右，大多数是拥有2年以上工作经验的在职律师，同时也为应届生打卡大门，建议申请者尽可能先在中国的律所或是公司的法律部门积累一些法律工作经验。在录取难度上，Duke LLM还是比lower T14的西北、康奈尔和乔治城略高出一些的。",未找到课程设置,https://law.duke.edu/internat/llm/
,获取失败,获取失败,,,,,,,,,,,,,,无
,金融硕士,MS in Finance,"商科, 金融",,马里兰大学帕克分校,金融,秋季,30学分,2098美元/学分,无,无,先修课：统计课程且成绩达到B及以上,雅思: 96; 托福: 7,"马里兰大学金融硕士(MFin)隶属于史密斯商学院，获国际商学院协会（AACSB）认证，学院致力于提供世界一流的商科教育。项目拥有全球顶尖师资团队，承担全球尖端科研项目，运用“体验式学习”的模式，以数据为驱使，对接真实职场，培养具有企业家思维的未来商业领袖。金融硕士项目在Financial Times 2020中排名全美No.4。课程设置：课程共30学分，主要由6门核心课程与9门选修课程组成，每门科目2学分。项目时长2或3学期，2学期的时长是没有实习的时间的。项目细分了3个track：公司金融与风险管理，资产管理，以及新开的气候金融。学生可以学习到从事金融职业所需的专业技能，学会根据数据来制定策略，使用最新的财务技术并运用批判性思维技能来帮助实际企业管理其资金与资产，掌握全球范围内企业投资、风险管理和资产配置的最新工具。从课程的角度出发，金融的课程设计更多是为想要成为财务顾问、风险分析师、财务分析师、投资组合经理、私人财富经理、策略与分析顾问等人才的学生设计的。就业方面：学院坐落于华盛顿特区大都会区域DC Metro Area，这里拥有大量的实习和就业机会。这里距华盛顿特区只有很短的路程，华盛顿特区是国际咨询公司、金融机构、酒店总部和技术公司的聚合地。史密斯商学院有自己的职业服务中心，除了提供求职相关的辅导以外, 还会不定期组织招聘会、network活动及简历workshop等，从学校官方公布的数据，毕业生起薪平均83K，也还不错的。录取方面：三维里更看重GPA，录取学生一般3.4+，对GRE/GMAT会适当放松。",未找到课程设置,https://www.rhsmith.umd.edu/programs/master-of-finance
,电气与计算机工程硕士,Master of Electrical & Computer Engineering,"工科, 电气电子",,莱斯大学,电气电子,春季/秋季,3-4个学期,51500美元/年,无,无,GPA至少3.0/4.0,雅思: 90; 托福: 7,"莱斯大学电气与计算机工程系开设了master’s in electrical and computer engineering (MECE)电气和计算机工程硕士，就业导向，时长1年半 (fall, spring, fall)，无需撰写论文，但会有一个长达一年的capstone project。课程提供了5个细分方向，计算机工程，计算机视觉，数据科学，无线通信和量子工程。 

录取方面：有春季，会更看重专业课的GPA 以及文书中的职业规划和motivation。",未找到课程设置,https://eceweb.rice.edu/academics/graduate-programs/mece-program
,应用统计学文学硕士,MA in Applied Statistics,"理科, 数学",,匹兹堡大学,数学,春季/秋季,30学分,"34,950美元/年",无,无,"1. 成绩单 2. PS 3. 3封推荐信 4. 三个学期的微积分
线性代数一门课程
强烈推荐：数理统计年（相当于 STAT 1151-1152）",雅思: 90; 托福: 7,无,未找到课程设置,https://www.stat.pitt.edu/graduate/masters-applied-statistics
,国际教育文学硕士,MA International Education,"社科, 教育",,纽约大学,教育,春季/夏季/秋季,32-40学分,64640美元,无,无,无,雅思: 100; 托福: 7,纽约大学的国际教育文学硕士项目设立在Steinhardt文化教育和人类发展学院，该学院是全美最早成立的专业学院之一。项目旨在培养学生设计、实施、管理和评估国际教育项目的能力，同时运用人文科学和社会科学的理论、概念和方法来分析国际性的教育政策和机构 课程设置：该项目可以春季或者秋季入学，学生们总体需要修读32-40学分，在这其中Foundation in International Education Theories国际教育理论基础 占了8学分，Research Methods 研究方法占了8学分。此外该项目还提供了两个细分方向供学生进行选择，各占6学分，国际发展与教育/和平、冲突与人道主义行动方向：侧重于了解在国际发展背景和/或受危机和冲突影响的背景下教育面临的挑战和机会，为学生在政府机构、非政府组织、基金会等领域工作做好准备。跨文化交流与留学：重点关注国际文化教育交流和跨文化培训的公共和私人教育文化组织，以及通过留学项目和其他教育交流机会来促进全球理解的大学、学院、学校和教育机构。此外学生还有机会参加为期一学期的与工作相关的实习（Internship and Culminating Experience），以学会在跨国教育环境中有效工作的技能。这个实习可以占到0-4学分。最后学生还可以从其他系选择 6-10 个学分的选修课，以支持他们的专业领域，深化他们的研究和职业相关技能，或发展进一步的专业知识 就业方向：NYU 国际教育项目毕业生就业领域广泛，包括金融服务、教育、管理咨询、信息技术等多个行业。许多毕业生选择继续深造，进入全球顶尖大学攻读硕士或博士学位。部分毕业生还获得了全球知名奖学金项目，如伊拉斯谟世界计划学者、北京大学燕京学者、清华大学苏世民学者等。 录取要求：纽约大学的国际教育文学硕士项目为申请者提供了两个入学季的选项：春季招生的截止日期设定在每年的10月1号，而秋季招生则在每年的2月1号截止。在申请过程中，项目特别指出，不要求申请者提交GRE成绩，这为那些希望减轻标准化考试负担的申请者提供了便利。然而，为了确保学生能够在英语环境中顺利学习，项目对语言成绩有明确的要求：TOEFL至少需达到100分，IELTS需达到7分，PTE介于68至70分之间，DET则需达到130分。此外，值得一提的是，该项目的申请流程中没有面试环节，这不仅简化了申请步骤，也使得申请者可以更专注于展示自己的书面申请材料。,未找到课程设置,https://steinhardt.nyu.edu/degree/ma-international-education
,法学硕士,Master of Laws,"社科, 法律",,西北大学（美国）,法律,秋季,9个月,71668美元,机面（kira）,无,不需要G,雅思: 100; 托福: 7.5,"西北大学普里兹克法学院（Prizker School of Law）长期属于Lower T14行列，其法学院并不在Evanston主校区，而是在芝加哥市区，芝加哥也是美国主要法律就业的地区，地理位置对于法学生进行实习非常有利。

课程设置：西北大学LLM项目为期9个月（quarter制，3个quarter），除了部分课程是LLM专属的课程，满足考bar的要求，其他大部分课程都和JD深入融合，一起上课。此外，西北大学的课程非常注重实践性，再加上地理位置优势，学生有机会接触到实务律师，进行深入讨论，对于学生未来进行法律执业大有裨益。


就业方面：值得一提的是，西北大学法学院在中国国内法律行业有很好的校友网，认可度也非常高，对于学生回国就业很有帮助。

录取方面：项目也公开了LLM class profile，申请者1000+，入学160+（发的录取会多于这个数据），项目规模还是比较大的；中国学生达到94个，大多数有1-2年工作经验，但事实上对于应届生（本科或硕士）也是T14里相对友好的了。从录取来看，西北可以说是T14里对于国际学生，尤其是中国背景的申请者非常友好的了，每年有不少录取案例，属于申请T14里人手一申的项目。录取比较多元，非常看重实习或工作经历，同时一份优质的实习指导律师的推荐信也会有加分。录取也非纯硬件导向，根据经验也有不少托福不到100/评级A的申请者成功收到录取，因此一些硬件略劣势的申请者也可大胆尝试，建议早申。",未找到课程设置,https://www.law.northwestern.edu/academics/degree-programs/llms/llm/
,会计（鉴证）硕士,MACC in Assurance,"商科, 会计",,范德堡大学,会计,秋季,一年,"65,500美元",无,无,"虽然我们的项目是专门为非会计专业设计的，但我们鼓励任何教育背景的学生申请。

学生必须已完成认可学校的以下学科领域的入门课程，成绩为 B 或更高：

金融会计
管理或成本会计
微观经济学
统计数据
先修课程必须在校园内完成，亲自到 AACSB（促进大学商学院协会）认可的大学完成。 大多数学生在满足课程作业要求之前就被录取了。",雅思: 无要求; 托福: 无要求,无,未找到课程设置,https://business.vanderbilt.edu/masters-in-accounting/
,获取失败,获取失败,,,,,,,,,,,,,,无
,对外英语教育学硕士,MA Teaching English to Speakers of Other Languages,"社科, 教育",,纽约大学,教育,秋季,31-42学分,2020美元/学分,无,无,"Initial Certificate: 文科专业30 个学时
3个学期的数学（包括统计）
3个学期的自然科学或物理科学
3个学期的社会研究
12 学时的非英语语言
Dual Certification: 
目标语言专业或30个学期的目标语言课程
文科专业 30 个学时
3个学期的数学（包括统计）
3个学期的自然科学或物理科学
3个学期的社会研究",雅思: 100; 托福: 7,纽约大学（NYU）位于曼哈顿，以其著名的Stern商学院和全美排名第十五的教育专业而闻名。NYU的TESOL专业隶属于Steinhardt学院，专注于培养掌握创新英语教学方法的人才，并在语言学和教育学领域打下坚实基础。 课程设置：纽约大学的TESOL项目为不同年龄段和教育背景的学生提供定制化课程，分为K-12和成人教育两个专业方向。课程内容广泛，包括语言教育理论、教学方法和课程设计，同时特别强调培养跨文化交际能力。学生们有机会参与国际会议，与领域专家交流，并在纽约这个全球大都市中获得宝贵的实践经验。项目以实践教学为核心，让学生深入纽约市多元文化的教学环境。申请者需在申请时选择K-12或成人教育方向，并明确是否追求教师资格证书，以确保课程和职业目标的一致性。这种明确的专业方向划分，帮助学生精准对接未来的教学需求和职业发展路径。 就业方面：纽约大学TESOL硕士项目的毕业生享有广阔的职业前景。他们可以在国际学校、语言中心、高等教育机构及教育组织中担任英语教师或教育顾问。毕业生还有机会进入出版行业，参与教材的编写，或选择继续学术深造，攻读博士学位。此外该项目课程包括课堂观察（Class Observation）和学生教学（Student Teaching）环节，为学生提供在纽约市各类公立及私立学校进行实际教学观察和实习的机会。若学生取得纽约州教师资格证书，更有机会在公立中小学担任教职，进一步拓宽职业道路。 录取方面：纽约大学TESOL硕士项目的申请条件包括拥有相关领域的学士学位或同等学历，专业背景与TESOL教育相关者将获优先考虑。申请者需展现出良好的英语能力，通常需提交TOEFL成绩，其中100分以上将对申请更为有利。此外，项目可能要求GRE成绩和学术写作样本，以评估申请者的学术水平。实习和相关工作经验将显著提升申请者的竞争力。项目对跨专业申请者持开放态度，提供灵活的申请途径。这为不同学术背景的学生提供了进入TESOL领域的机遇。,未找到课程设置,https://steinhardt.nyu.edu/degree/ma-teaching-english-speakers-other-languages-grades-k-12-initial-certification
,化学与生物工程理学硕士,MS in Chemical and Biological Engineering,"工科, 化工",,西北大学（美国）,化工,秋季,9-15个月,20020美元/quarter,无,无,无,雅思: 90; 托福: 7,西北大学化学与生物工程系（Department of Chemical &  Biological Engineering）研究生阶段开设有化学工程硕士（MS in Chemical Engineering）：根据项目内容，有以下两种课程设置，分别是：带论文thesis：需撰写论文，同时重学术和独立研究能力的培养；不带论文：以授课course based为主，共需修读10门课，为期9-15个月。要求申请者本科毕业，不单限于化学工程专业背景，被录取的学生多拥有工程或理科专业背景，非本专业申请者需修读本科化学工程前置课程。,未找到课程设置,https://www.mccormick.northwestern.edu/chemical-biological/academics/graduate/chemical-biological-engineering-ms/
,获取失败,获取失败,,,,,,,,,,,,,,无
,统计学文学硕士,MA in Statistics,"理科, 数学",,匹兹堡大学,数学,春季/秋季,30学分,"34,950美元/年",无,无,"1. 成绩单 2. PS 3. 3封推荐信 4. 三个学期的微积分
线性代数一门课程
强烈推荐：数理统计年（相当于 STAT 1151-1152）",雅思: 90; 托福: 7,无,未找到课程设置,http://www.stat.pitt.edu/graduate/masters-statistics
,获取失败,获取失败,,,,,,,,,,,,,,无
,会计（估值）硕士,MACC in Valuation,"商科, 会计",,范德堡大学,会计,秋季,一年,"65,500美元",无,无,"新生需要在之前的大学学习中表现出出色的学习成绩，并具有重要的、经过验证的定量经验和能力。

学生必须已完成认可学校的以下学科领域的入门课程，成绩为 B 或更高。 每个候选人的学术背景都被考虑在内，额外的先决条件要求将根据个人情况确定。

财务和管理会计
数学与应用统计学
经济学
金融
先修课程必须在校园内完成，亲自到 AACSB（促进大学商学院协会）认可的大学完成。 大多数学生在满足课程作业要求之前就被录取了。",雅思: 无要求; 托福: 无要求,无,未找到课程设置,https://business.vanderbilt.edu/masters-in-accounting-valuation/
,法律硕士,MS in Law (MSL),"社科, 法律",,西北大学（美国）,法律,春季/秋季,一年,"58,820 美元",无,无,该项目为具有STEM背景的学生设计,雅思: 无要求; 托福: 无要求,无,未找到课程设置,http://www.law.northwestern.edu/academics/degree-programs/msl/index.html
,机器学习硕士,Machine Learning Master of Professional Studies,"工科, 计算机",,马里兰大学帕克分校,计算机,STEM,秋季,30学分,无,无,学过微积分、线性代数、统计学等课程，拥有较强编码能力,雅思: 96; 托福: 7,无,未找到课程设置,https://cmns.umd.edu/graduate/science-academy/machine-learning
,应用统计学理学硕士,MS in Applied Statistics,"理科, 数学",,匹兹堡大学,数学,STEM,春季/秋季,30学分,无,无,被应用统计学文学硕士录取后，联系论文指导老师，凭借论文和要求的课程进行转专业到应用统计学理学硕士,雅思: 90; 托福: 7,无,未找到课程设置,https://www.stat.pitt.edu/graduate/masters-applied-statistics
,机械工程理学硕士,M.S. in Mechanical Engineering,"工科, 机械工程",,德克萨斯大学奥斯汀分校,机械工程,秋季/春季,1年,20558美元/年,无,无,物理科学（化学、物理）或工程学科背景。GPA3.0以上。春季入学的所有申请材料需要在截止日期之前提交,雅思: 79; 托福: 6.5,德克萨斯大学奥斯汀分校机械工程系开设了机械工程理学硕士M.S. Mechanical Engineering Degree：分为3种修课模式：带毕业论文M.S. - Thesis: 修读24个授课学分，需要撰写毕业论文；带研究报告M.S. - Report: 修读30个授课学分，需要撰写学期研究报告；修课式M.S. - Coursework: 修读36个授课学分。,未找到课程设置,无
,电气工程理学硕士,MS in Electrical Engineering,"工科, 电气电子",,范德堡大学,电气电子,STEM,春季/秋季,两年,无,无,无,雅思: 88; 托福: 6.5,无,未找到课程设置,https://engineering.vanderbilt.edu/ece/Graduate/index.php
,化学与生物分子工程工程理学硕士,MSE in Chemical and Biomolecular Engineering,"工科, 化工",,约翰霍普金斯大学,化工,秋季,3-4学期,58720美元/年,无,无,"先修课：热力学,运输,动力学,微积分,微分方程,线性代数。",雅思: 100; 托福: 7,"约翰斯霍普金斯大学化学与生物分子工程系（Department of Chemical and Biomolecular Engineering）开设了化学与生物分子工程学理学硕士Master of Science in Engineering Degree Program in Chemical and Biomolecular Engineering：该项目具体分为：全授课式（coursework only），带研究论文Essay-based模式的研究型导向，和新开的Chemical Product Design Track产品设计导向的。 
化学与生物分子工程学理科硕士专业的主要课程包括有化学和分子生物工程学，化学与生物进程分析介绍，工程热力学，应用物理化学，运动进程，传递现象，化学与生物分子工程师的数据模型与统计分析，化学与生物分子工程实验等。通过在该专业的学习，学生可以凭借所掌握的化学，分子学，生物学，分子生物学，工程学等专业领域知识和实验室实践技能，在能源部门，公司，企业，各类组织，高校等从事研究，开发，设计等相关的工作。",未找到课程设置,https://engineering.jhu.edu/chembe/academics/graduate-studies/mse-program/
,计算机工程理学硕士,MS in Computer Engineering,"工科, 计算机",,马里兰大学帕克分校,计算机,STEM,秋季,30学分,无,无,拥有电气或计算机工程或数学、CS、物理等相关领域的本科学位,雅思: 96; 托福: 7,无,未找到课程设置,https://ece.umd.edu/graduate/degrees/master-science
,生物统计学硕士,MS in Biostatistics,"理科, 数学",,匹兹堡大学,数学,STEM,秋季,40学分,无,无,"生物学（3学分）；
微积分（6个学分） 以上可以在第一学期补修",雅思: 100; 托福: 7,"匹兹堡大学生物统计系在全美排19名，该专业包含HDS健康数据科学和SSG统计与计算基因组学两个方向。系里有18位primary faculty和20位secondary faculty，主要的研究方向有survival，statistical genetics/genomics，clinical trial，statistical inference，missing data，integrative data analysis等。此外，医学院UPMC资源非常丰富，有很多合作项目。硕士项目有18个月和2年两种选择，项目长短取决于你的选课安排。毕业要求是上够40学分的课外加一个thesis project，master项目主要分成三个track：traditional，Statistical and Computational Genomics （SCG）和health data science（HDS）。课程分为必修课与选修课。在master的第一学年结束，所有人需要参加master的comprehensive考试，考一些method的apply(听说不是很难)。第二学年开始，主要就是做thesis project和选选修课了。选修课也可以选CMU的课，需要交选课申请。生统系的规模不算大，但是从硬实力上来说还是不错的，所以不用担心教学质量或者课程设置的问题。 硕士毕业后一般会选择直接工作或者申请phd。直接工作的大部分会去药厂或CRO做programer，还有一些会选择在UPMC的附属医院做biostatistician。也有很多人选择毕业之后读phd，本校一般每年招收8-10个phd，internal的申请会在单独的pool里看，比外校申请要稍微容易一些。据官网统计，有超过90%的学生能够就业和继续深造。就业的岗位比如biostatistican, DA, DS, postdoctoral fellow等，官网给出的雇主有Amazon，Axtria, Sanofi,U.S.FDA, UPMC，还有进入大学的教职人员等。 申请要求GPA3.0以上，托福100+，GRE315+可以申请。",未找到课程设置,https://publichealth.pitt.edu/biostatistics-ms
,获取失败,获取失败,,,,,,,,,,,,,,无
,会计硕士,MS in Accountancy,"商科, 会计",,圣母大学,会计,STEM,春季/秋季,10个月,无,无,需要完成财务会计、管理会计、中级会计、成本会计、审计与鉴证、税收的先修课程,雅思: 无要求; 托福: 无要求,"圣母大学会计硕士（MSA）全美排名第4，时长10个月，是CPA导向的。

课程设置：课程主要提供2个track，一个Assurance and Advisory Services track和一个Tax Services track（考虑到中美税法税制差异较大，如果不是特别喜欢Tax或者特别坚定想留美做Tax的不建议选）。从20fall开始，课程中融入了会计数据分析方向的前沿内容。

就业方面：82%的毕业生进入四大，留美率97%。

录取方面：项目招收本校本科生占一定比例（36%），招收国际生的数量就更少19%，对陆本也比较不友好。",未找到课程设置,https://mendoza.nd.edu/graduate-programs/accountancy-msa/
,生物医学工学硕士,MEng in  Biomedical Engineering,"工科, 生物工程",,杜克大学,生物工程,秋季/春季,30学分,85998美元/年,机面（kira）,无,无,雅思: 无要求; 托福: 无要求,"杜克大学生物医学工程系研究生阶段开设有生物医学硕士（Master of Engineering in Biomedical Engineering）：就业导向，为期1.5年。不要求撰写毕业论文，侧重于开设技术和商业课程Engineering and business courses，需要进行行业实习（built-in internship）。  
生物医学硕士（MS）：30学分，为期1.5-2年，学术导向，旨在培养在学术界，行业内或政府中从事研究和技术开发事业的专业人才。课程方面自由度高，提供了2个 Options: Thesis or non-thesis，此外还提供多个研究领域，包括生物材料，生物工程，生物力学和力学生物学，免疫工程，组织工程与再生医学，神经工程等等，可以满足不同学生的学术研究兴趣。",未找到课程设置,https://bme.duke.edu/academics/masters/meng-bme/
,统计学理学硕士,MS in Statistics,"理科, 数学",,匹兹堡大学,数学,STEM,春季/秋季,30学分,无,无,被统计学文学硕士录取后，联系论文指导老师，凭借论文和要求的课程进行转专业到应用统计学理学硕士,雅思: 90; 托福: 7,无,未找到课程设置,http://www.stat.pitt.edu/graduate/masters-statistics
,计算机科学理学硕士,MS in Computer Science,"工科, 计算机",,马里兰大学帕克分校,计算机,秋季,30学分,2123.5美元/学分,无,无,"1. GPA： 3.5 (generally)
2. 先修课： 建议编程语言组织,数据结构,计算机算法设计与分析,微积分（1,2）,线性代数",雅思: 96; 托福: 7,"马里兰大学的计算机科学研究生项目在全美公立学校中排名前10！马里兰大学在人工智能、计算机系统与网络、数据库系统、编程语言、软件工程、科学计算、算法与计算理论、计算机视觉、几何计算、图形学、人机交互、生物信息学等领域有较强的研究实力。计算机MS项目为期2年，30个学分，可以选thesis或者non-thesis（也还是需要写scholarly paper的）. 项目整体还是比较偏学术的。 奖学金很大方：almost full-time students,自动随Offer发放，无需单独申请，奖学金种类主要有Fellowship、TA、RA奖学金。 

录取方面：平均GPA: 3.5左右。Recommended先修课包括：编程语言，数据结构，计算机算法设计和分析，微积分，线代。",未找到课程设置,https://gradschool.umd.edu/computermathematicalnatural-sciences/cmsc
,电气工程理学硕士,MS in Electrical Engineering,"工科, 电气电子",,圣母大学,电气电子,STEM,秋季,3个学期,真人单面,无,"GPA最好是3.75/4.0,GPA 少于3.75 强烈建议考GRE",雅思: 80; 托福: 无要求,无,未找到课程设置,https://engineering.nd.edu/departments-programs/graduate-programs/m-s-in-electrical-engineering-msee/
,整合营销硕士,MS in Integrated Marketing,"商科, 市场营销",,纽约大学,市场营销,春季/秋季,42学分,7112美元/3学分,机面（kira）,无,无,雅思: 110; 托福: 8,纽约大学整合市场营销硕士项目隶属于SPS学院，虽然翻译成“继续教育学院”，但和国内的“继教院/成教院”等意义和属性并不一致，且纽约大学stern商学院并没有specialized marketing项目，可以说IM是NYU唯一的市场营销硕士项目。课程设置：项目时长2年，提供了品牌管理Brand Management、数字营销digital marketing、市场分析marketing analytics三个细分方向，涵盖MKT主流的三大方向了，学生可以根据自己的兴趣和职业规划进行选择。如果想要留在美国工作的话，可以选择MKT Analytics方向，掌握更多数据分析方面的技能，会更容易找到工作。大部分任课教授多为公司在职，有丰富的行业工作经验，能够带给学生最前沿、最行业尖端的营销知识，将实时发生的业界大事件、最新的市场案例融入在课程当中。录取方面：项目size比较大，中国学生（包括美本/陆本）比例也比较高，不需要G，有春秋两季入学，语言要求托福110/雅思8，达不到也可以申请，从23年开始有Kira，可以提前做好准备。就业方面：无论是NYC的location、纽大的校友群和业界资源，还是sps的师资，都会给留美就业带来便利。同样，回国的话，纽大在国内的认可度和校友网络也是很不错的。,未找到课程设置,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-integrated-marketing.html
,生物医学理学硕士,MS in Biomedical Engineering,"工科, 生物工程",,杜克大学,生物工程,秋季/春季,30学分,85998美元/年,机面（kira）,无,无,雅思: 90; 托福: 7,"杜克大学生物医学工程系研究生阶段开设有生物医学硕士（Master of Engineering in Biomedical Engineering）：就业导向，为期1.5年。不要求撰写毕业论文，侧重于开设技术和商业课程Engineering and business courses，需要进行行业实习（built-in internship）。  
生物医学硕士（MS）：30学分，为期1.5-2年，学术导向，旨在培养在学术界，行业内或政府中从事研究和技术开发事业的专业人才。课程方面自由度高，提供了2个 Options: Thesis or non-thesis，此外还提供多个研究领域，包括生物材料，生物工程，生物力学和力学生物学，免疫工程，组织工程与再生医学，神经工程等等，可以满足不同学生的学术研究兴趣。",未找到课程设置,https://bme.duke.edu/academics/masters/ms-bme/
,商业人工智能理学硕士,MS in Artificial Intelligence in Business,"商科, 商业分析",,罗切斯特大学,商业分析,STEM,秋季,34.5学分,无,无,无,雅思: 100; 托福: 7.5,"罗切斯特大学西蒙商学院的全日制商业人工智能（MS in AI in Business）硕士项目，专注于培养能够运用AI技术推动商业创新和领导的专业人才。该项目结合分析严谨性与实际应用，帮助学生掌握前沿AI技术，并应用于商业价值创造。
课程涵盖机器学习、数据分析、Python编程等核心技能，同时注重培养学生的战略沟通能力，使其能够向不同背景的受众清晰传达复杂的技术创新。学生将参与AI驱动的实践项目，解决实际商业问题，积累实战经验，并可根据兴趣选择选修课程，深化专业知识。
项目提供非实习的两学期毕业路径或扩展实习选项，帮助学生积累实际工作经验。此外，西蒙商学院的本特职业管理中心为学生提供个性化职业支持，助力其在AI驱动的商业环境中找到理想的职业发展路径。",未找到课程设置,https://simon.rochester.edu/programs/full-time-ms-artificial-intelligence-in-business
