ID,中文名称,英文名称,标签,所属院校,专业方向,入学时间,项目时长,项目学费,项目规模,就业比例,面试形式,培养目标,申请要求,语言要求,顾问解析,课程设置,申请时间,项目链接,项目官网,排名,学校类型,是否STEM
71649,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_71649,无,,,否
73766,语言学文学硕士,MA in Linguistics,"社科, 语言",德克萨斯大学奥斯汀分校,语言,秋季,2年,"43,996美元",无,无,无,无,相关专业，GPA3.0以上,无,无,无,无,https://www.compassedu.hk/majr_73766,无,,"社科, 语言, 公立常春藤, 美国大学协会",否
72969,金融分析理学硕士,Master of in Financial Analysis,"商科, 金工金数",罗格斯大学,金工金数,STEM,夏季/秋季,1年,无,无,无,无,持有工商管理、经济、工程、计算机科等定量领域的学位。GPA大于3.2者可以免GRE/GMAT。所有全日制学生都必须申请夏季学期入学，但可以根据之前学习的课程和语言能力来判断是否能够免去夏季学期，直接秋季入学,无,无,无,无,https://www.compassedu.hk/majr_72969,无,,"商科, 金工金数, 公立常春藤, 十大联盟, 美国大学协会",是
65740,数据科学硕士,Master in Interdisciplinary Data Science,"理科, 数据科学",杜克大学,数据科学,秋季,2年,28950美元/学期,无,无,机面（kira）,无,无,无,<p>杜克大学跨学科数据科学硕士 Duke MIDS 由 Information Initiative研究院和Social Science Research Institute社科研究院两个机构合办，从名字就可以看出来，主要学习跨学科的Data分析。18fall是第一届。</p><p>课程设置：2年制，要求成功完成42个学分，其中30个MLDS项目的核心课程学分，外加至少12个选修学分。必修核心课很硬核，覆盖数据建模、数据可视化、机器学习、自然语言处理等领域。选修课可以从电气和计算机工程 (ECE)、数学、统计、能源和公共政策等等系部选择。</p><p>就业服务：就业服务做得非常周到，除了Duke通用的Career Service以外，还有项目专属的career advising公司为学生们服务，课程结构中也有安排required summer internship、one-year capstone project等等实践项目。</p><p>录取方面：项目规模不大，每届录取率基本都在12%左右，最终入学人数控制在30-50人，维持小而精的风格。入读学生中大约75%拥有全职工作经历。国际学生大约占比总人数60%，其中中国学生在20%-30%左右。对学校背景不介意，看重GPA（3.8+比较有竞争力）、扎实的数理背景，以及自身对DS的理解。录取bar还是挺高的。</p>,无,无,https://www.compassedu.hk/majr_65740,无,,"理科, 数据科学, 大西洋海岸联盟, 美国大学协会, 全球大学高研院联盟",是
73679,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_73679,无,,,否
72132,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_72132,无,,,否
71732,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_71732,无,,,否
73060,应用计算硕士,Master of Applied Computing,"工科, 计算机",克莱姆森大学,计算机,STEM,秋季,2年,无,无,无,无,无,无,无,无,无,https://www.compassedu.hk/majr_73060,无,,"工科, 计算机, 大西洋海岸联盟, 公立大学",是
71713,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_71713,无,,,否
73658,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_73658,无,,,否
67223,社会科学研究应用统计学硕士,MS in Applied Statistics for Social Science Research,"理科, 数学",纽约大学,数学,STEM,秋季,34-44学分,无,无,无,无,数学、统计学、计算机科学等定量课程,无,<p>纽约大学应用统计学-社会科学研究项目，简称A3SR/ASSR，隶属于Steinhardt School of Culture， Education， and Human Development，是一个以education为主的人文社科学院。名符其实，这个statistics 是应用在social science research里的。</p><p> </p><p>课程设置：STEM 项目，学制1年半-2年（33学分-44学分），仅秋季入学，Class Size 在20-25 左右。课程比较灵活，有3个concentration， Data Science for Social Impact， Computational Methods (PhD导向)， General Applied Statistics（选课非常自由）。此外，项目包括internship，学生将在市政府机构、非营利机构或政策智库等组织中处理“真实世界”的社会数据。</p><p> </p><p>就业方面：Career 虽然官方是社科相关，但Alumni的去向来看，比较多元，行业不限，主要以做DA/Consultant之类居多，也可以继续深造读博。</p><p> </p><p>录取方面：背景不限制，最好是在社会科学、统计学、计算机科学或相关领域。不需要GRE。看重学生的数理课程和统计软件（SPSS/Stata）等。</p>,无,无,https://www.compassedu.hk/majr_67223,无,,"理科, 数学, 美国大学协会, 高潜力人才签证计划",是
71857,机械工程理学硕士,Master of Science in Mechanical Engineering,"工科, 机械工程",华盛顿大学,机械工程,秋季,42学分,1109美元/学分,无,无,无,无,1、机械工程理学硕士 (MSME) 学位面向拥有机械工程或密切相关领域（如航空航天工程）本科学位的学生。先修课要求：热力学、传热、流体动力学、 材料实验室、 制造过程、机器设计、系统&动力学&控制、设计概论。物理学本科学位的学生将被要求完成 MSE 和 MSME 学位的所有核心本科课程。2、GPA3.3以上,无,无,无,无,https://www.compassedu.hk/majr_71857,无,,"工科, 机械工程, 公立常春藤, 帕克十二联盟, 环太平洋大学联盟, 国际大学气候联盟",是
73058,计算机科学理学硕士,MS in Computer Science,"工科, 计算机",克莱姆森大学,计算机,STEM,秋季/春季/夏季,30学分,无,无,无,无,如果不是computer science毕业的本科生，需要完成1年的预备课程，详情见官网,无,无,无,无,https://www.compassedu.hk/majr_73058,无,,"工科, 计算机, 大西洋海岸联盟, 公立大学",是
67212,统计科学硕士,Master's in Statistical Science,"理科, 数学",杜克大学,数学,STEM,秋季,36学分,无,无,无,无,"两学期微积分基础的概论,两学期数理统计,矩阵代数,应用回归分析,编程",无,"<p>课程设置：杜克统计为期两年，共36学分，小班化教学，课程自由度高，而且注重前沿统计方法的实践运用（实习或研究项目皆可），为学生提供了更有针对性的不同细分应用领域的课程（DS/金融经济/市场调研/社会调研政策评估等）。</p><p>

就业方面：毕业去向来看，33%的学生选择继续攻读博士，19%选择金融服务。校友行业分布广泛，平均底薪为每年102,000美元。</p><p>

录取方面：申请人数每年不断增长，录取率在20%左右，最终入学人数基本保持在30左右。录取学生80%来自统计学本科，也有部分是来自工程、经济和金融专业。</p>",无,无,https://www.compassedu.hk/majr_67212,无,,"理科, 数学, 大西洋海岸联盟, 美国大学协会, 全球大学高研院联盟",是
72691,计算材料科学与工程,MS in Computational Materials Science and Engineering (CMSE),"工科, 计算机",卡内基梅隆大学,计算机,STEM,秋季,两个学期,无,无,无,无,申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。,无,无,无,无,https://www.compassedu.hk/majr_72691,无,,"工科, 计算机, 美国大学协会, 新常春藤, 全球大学校长论坛",是
73826,教育心理学硕士,MA in Educational Psychology,"社科, 教育",佐治亚大学,教育,秋季/春季/夏季,1-2年,"45,700美元",无,无,无,无,GPA3.0以上,无,无,无,无,https://www.compassedu.hk/majr_73826,无,,"社科, 教育, 公立常春藤",否
74051,电气和计算机工程理学硕士,MS in Electrical and Computer Engineering,"工科, 计算机",克莱姆森大学,计算机,STEM,春季/夏季/秋季,30学分,无,无,无,无,本科最好为电气或计算机工程专业,无,无,无,无,https://www.compassedu.hk/majr_74051,无,,"工科, 计算机, 大西洋海岸联盟, 公立大学",是
73701,生物学理学硕士,MS in Biology,"理科, 生物",纽约大学,生物,STEM,春季/秋季,36学分,无,无,无,无,申请者需持有相关学士学位,无,<p>课程设置：纽约大学生物学硕士（M.S. in Biology）项目是一个深入的研究生课程，要求学生完成36个研究生学分，平均成绩达到B或更好。该课程要求学生在生物学（BIOL-GA课程）中至少获得24个学分，同时允许学生从NYU的其他部门，如生物材料、基础医学科学、环境卫生和化学等，选修最多12个学分的研究生水平科学课程。学生可以参加1000级和2000级的课程，3000级课程包括研讨会、阅读或研究课程。</p><p>除了课程学习，学生还需在认可的教师监督下准备研究论文（硕士论文）。论文主题由学生和教师共同商定，并制定论文准备的时间表。学生必须在规定时间内提交至少一份初步草稿，并在最终提交后由教师评审和打分。</p><p> </p><p>录取方面： NYU国际生友好，项目不强制要求GRE，建议有科学或者卫生方面背景，申请GPA 3.0+</p>,无,无,https://www.compassedu.hk/majr_73701,无,,"理科, 生物, 美国大学协会, 高潜力人才签证计划",是
73563,产品设计与发展管理硕士,Master of Product Design and Development Management,"工科, 其他工科",西北大学（美国）,其他工科,STEM,秋季,1年,无,无,无,无,申请人通常拥有设计、工程或相关学科的本科学位。 申请人必须具有适当的工作经验和/或基于量化的学位。 然而，本科学位并不像在该领域拥有一些经验那么重要，因为申请人必须至少具有 3 年以上与产品开发相关的工作经验。,无,无,无,无,https://www.compassedu.hk/majr_73563,无,,"工科, 其他工科, 美国大学协会, 十大联盟",是
65756,计算机科学硕士,MS in Computer Science,"工科, 计算机",卡内基梅隆大学,计算机,秋季,1-2年,50976美元/年,无,无,无,无,无,无,"<p>CMU是人尽皆知的计算机领域顶尖院校，是美国少数几个将计算机科学专业独立成院的大学之一，是全美乃至全世界最大的计算机学院，CMU开设了多种多样的计算机相关硕士学位。MSCS是最最正统的计算机科学系（Computer Science Department）开设的授课型硕士，也是全美乃至全世界申请难度最高的CS硕士项目之一，录取率极低。</p><p>

课程设置：MSCS项目最大的优势在选课优先级和选课自由度，可以在全CMU选课，且在cs院里优先级最高（美国高校很多课是要抢和排队的），一般时长在3学期，基本是course only，但也允许学生选thesis。</p><p>

就业方面：MSCS的设置更就业导向，如果申请博士，没有preferential treatment。如果想找老师做科研的话，机会也是蛮多的。</p><p>

录取方面：虽然官方说不要求CS专业背景，但从录取案例来看，几乎都是cs科班。项目规模不大，基本在30人入学左右，(之前扩招过一次到60，后来又缩回30了）对申请者各个方面的要求都极高，从硬件到软件科研/实习等都很看重，让众多申请者望而却步。</p>",无,无,https://www.compassedu.hk/majr_65756,无,,"工科, 计算机, 美国大学协会, 新常春藤, 全球大学校长论坛",是
72908,对外英语教育硕士,MAT in Teaching English to Speakers of Other Languages,"社科, 教育",佐治亚大学,教育,秋季,2年,"24,676美元/学期",无,无,无,无,拥有英文或者相关人文社科学位，GPA至少3.0,无,无,无,无,https://www.compassedu.hk/majr_72908,无,,"社科, 教育, 公立常春藤",否
71037,创意企业领导硕士,Master of Science in Leadership for Creative Enterprises,"社科, 其他社科",西北大学（美国）,其他社科,无,无,无,无,无,无,无,无,无,无,无,无,https://www.compassedu.hk/majr_71037,无,,"社科, 其他社科, 美国大学协会, 十大联盟",否
72677,计算机视觉理学硕士,MS in Computer Vision,"工科, 计算机",卡内基梅隆大学,计算机,STEM,秋季,16个月,无,无,无,无,"申请者必须持有地区认可机构的学士学位且具备工程,计算机科学或应用数学课程背景。",无,无,无,无,https://www.compassedu.hk/majr_72677,无,,"工科, 计算机, 美国大学协会, 新常春藤, 全球大学校长论坛",是
73875,计算机科学理学硕士,MS in Computer Science,"工科, 计算机",罗格斯大学,计算机,STEM,秋季/春季,36学分,无,无,无,无,本科是计算机科学相关背景,无,无,无,无,https://www.compassedu.hk/majr_73875,无,,"工科, 计算机, 公立常春藤, 十大联盟, 美国大学协会",是
71731,生物统计硕士,MS in Biostatistics,"理科, 数学",纽约大学,数学,STEM,春季/秋季,2年,无,无,无,无,建议有实习经历,无,<p>纽约大学 NYU的生物统计学硕士（MS in Biostatistics）项目是一个专业学位课程，旨在培养能够在生物医学研究、公共卫生、医疗保健和生物技术等领域中担任领导角色的生物统计学家。该项目提供必要的技能和知识，重点培训学生在研究设计、数据分析和统计报告方面的能力。课程也注重培养学生STATA和R的Computing and Coding。此外选修课提供了几个细分的领域，学生可以根据自己的兴趣方向比如热门的Clinical Trials，Machine Learning and Inference，data science方面。MS的学生在summer 甚至第二年的秋季学期，持续可以进行实习Internship Experience。地处纽约，学生会有很多的实习机会。</p><p> </p><p>课程设置：</p><p>MS in Biostatistics项目的课程设置涵盖了生物统计学的核心概念和方法，包括概率论、统计推断、线性模型、生存分析、多元分析、实验设计和计算机编程等。此外，项目还提供专业选修课程，如基因组学、生物信息学、流行病学和临床试验设计等，帮助学生理解生物医学研究的实际应用。学生需要完成至少36个学分的课程，包括必修课程和选修课程。必修课程包括生物统计学基础、方法、计算和实践。学生也可以根据自己的兴趣选择选修课程，如生物信息学、生物医学研究方法等，并需完成至少一次实习和一篇毕业论文。</p><p> </p><p>就业方面：</p><p>生物统计学专业学生毕业后可在医药卫生相关部门、银行、企业、事业单位等部门从事统计调查、统计信息管理和统计分析工作，或在医药卫生、科研、教育等领域担任数据分析师、研究统计学家、健康信息学专家、统计作家等职位。</p><p> </p><p>录取方面：</p><p>纽约大学生物统计学硕士项目的申请资格准则是无需特定工作经验和本科背景要求，实行“全面招生”，鼓励来自不同背景和经历的申请者提出申请。申请所需材料包括填好的申请表格、成绩单、3封推荐信、个人陈述、简历和语言成绩。官网特别强调，申请该项目无需GRE成绩。录取时会考虑申请人的写作能力、对项目目标的一致性、以及追随方向的能力等因素。申请人还需要提供最新简历，展示其公共卫生经验、国际经验、职位类型和任何出版物等相关信息。</p>,无,无,https://www.compassedu.hk/majr_71731,无,,"理科, 数学, 美国大学协会, 高潜力人才签证计划",是
73855,材料科学与工程硕士,MS in Materials Science and Engineering,"工科, 材料",里海大学,材料,STEM,秋季,30学分,无,无,无,无,相关工程、材料专业背景,无,无,无,无,https://www.compassedu.hk/majr_73855,无,,"工科, 材料, 爱国者联盟",是
72986,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_72986,无,,,否
72698,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_72698,无,,,否
71712,生物统计学硕士,MS in Biostatistics,"理科, 数学",西北大学（美国）,数学,STEM,夏季,1年,无,无,无,无,"先修课：微积分课程,建议Statistical Methods and Practice concentrations有线性代数矩阵代数课程,GPA至少3.0。",无,<p>西北大学的生物统计学硕士项目致力于培养学生在生物医学研究中的高级统计分析能力。该项目不仅注重研究设计和数据分析技能，还强调结果的准确解释，从而为学生在健康科学领域的专业发展奠定坚实的基础。</p><p> </p><p>课程内容全面，覆盖了生物统计学的基础和前沿概念，如生物信息学、计算生物学、临床试验设计等。此外，还包括了因果推论、半参数模型、诊断测试和贝叶斯方法等高级统计技术。为了满足学生不同的职业发展需求，项目提供了三个专业方向的选择：</p><p>人口健康分析（Population Health Analytics）：专注于教授生物统计学和流行病学方法，这些方法对于理解人口健康至关重要。</p><p>统计生物信息学（Statistical Bioinformatics）：侧重于基因组学和其他生物信息学大数据的计算和分析，为学生提供处理复杂生物数据集的技能。</p><p>统计方法与实践（Statistical Methods & Practice）：提供广泛的统计理论和数据计算方法，帮助学生掌握应用于健康科学研究的高级统计技术。</p><p>作为一年制的项目，学生将通过四个学期（quarters）的密集学习，从三个细分方向中选择一个，深入研究并应用所学知识。</p><p> </p><p>就业方面：</p><p>美国生物统计专业的毕业生，不管是硕士还是博士都很好找工作。除了博士毕业生可以作大学教员外，公司里也有很多职位，尤其是制药公司，或者生物科技公司很需要生物统计学生。此外，有的毕业生也进入金融和保险行业。</p><p> </p><p>录取方面：</p><p>学术成绩：建议申请者拥有至少3.0的GPA，若能达到3.3以上则更有竞争力。先修课程：必须具备微积分和积分微积分的背景。对于对统计生物信息学或统计方法与实践感兴趣的学生，如果有线性代数的学习经历，将更受项目青睐。GRE成绩：尽管GRE成绩不作为申请的必须条件，但若申请者在定量推理部分得分85%以上，且具备自主学习能力，可能免除一些先修课程的要求。英语水平：对于非英语母语的申请者，雅思成绩不得低于7.0，托福成绩不得低于100。虽然生物统计学硕士项目可能不是最常申请的热门专业，但西北大学的品牌和芝加哥的地理位置为学生提供了独特的学术和职业发展机会。对于有意向在生物统计领域深造的学生，该项目无疑是一个具有吸引力的优质选项。</p>,无,无,https://www.compassedu.hk/majr_71712,无,,"理科, 数学, 美国大学协会, 十大联盟",是
73702,生物技术理学硕士,MS in Biotechnology,"理科, 生物",纽约大学,生物,STEM,春季/秋季,30学分,无,无,无,无,申请者GPA 达到3.0以上美本学生不需要提交GRE成绩,无,无,无,无,https://www.compassedu.hk/majr_73702,无,,"理科, 生物, 美国大学协会, 高潜力人才签证计划",是
73059,经济学文学硕士,MA in Ecnomics,"商科, 经济",克莱姆森大学,经济,STEM,秋季,90学分,无,无,无,无,无,无,无,无,无,https://www.compassedu.hk/majr_73059,无,,"商科, 经济, 大西洋海岸联盟, 公立大学",是
71913,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_71913,无,,,否
73674,移动与物联网工程理学硕士,MS in Mobile and IoT Engineering,"工科, 计算机",卡内基梅隆大学,计算机,STEM,春季/秋季,3-4学期,无,无,无,无,GPA 达到3.0以上；申请者需具备定量分析能力以及编程等相关技能,无,无,无,无,https://www.compassedu.hk/majr_73674,无,,"工科, 计算机, 美国大学协会, 新常春藤, 全球大学校长论坛",是
73703,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_73703,无,,,否
72588,生物技术理学硕士,MS in Biotechnology,"理科, 生物",西北大学（美国）,生物,STEM,秋季,15个月,无,无,无,无,"先修课满足以下每个领域至少一门：
1.有机化学或生物化学
2.普通化学或物理化学
3.生物学（例如，细胞或分子）
4.微积分",无,无,无,无,https://www.compassedu.hk/majr_72588,无,,"理科, 生物, 美国大学协会, 十大联盟",是
72679,机器人系统开发理学硕士,MS in Robotic Systems Development,"工科, 计算机",卡内基梅隆大学,计算机,STEM,秋季,21个月,无,无,无,无,"申请者必须持有地区认可机构的学士学位且具备工程,计算机科学,物理科学或应用科学相关学科背景。最好是要有1-3年的实践经验。",无,无,无,无,https://www.compassedu.hk/majr_72679,无,,"工科, 计算机, 美国大学协会, 新常春藤, 全球大学校长论坛",是
72988,法律硕士,Master of Laws,"社科, 法律",华盛顿大学,法律,秋季,45学分,"32,130美元/45个学分",无,无,无,无,在美国境外接受法律教育的申请人必须拥有法律第一学位（LLB，BLaw）或证书，以通过工作经验和专业证明同等资格。有工作经验更好。,无,无,无,无,https://www.compassedu.hk/majr_72988,无,,"社科, 法律, 公立常春藤, 帕克十二联盟, 环太平洋大学联盟, 国际大学气候联盟",是
73062,经济分析学硕士,MS in Economic Analytics,"商科, 经济",克莱姆森大学,经济,STEM,秋季,2年,无,无,无,无,GPA3.0，有相关工作更容易申请成功,无,无,无,无,https://www.compassedu.hk/majr_73062,无,,"商科, 经济, 大西洋海岸联盟, 公立大学",是
73562,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_73562,无,,,否
73706,化学理学硕士,MS in Chemistry,"理科, 化学",纽约大学,化学,STEM,春季/秋季,32学分,无,无,无,无,申请者GPA 达到3.0以上,无,无,无,无,https://www.compassedu.hk/majr_73706,无,,"理科, 化学, 美国大学协会, 高潜力人才签证计划",是
72697,机器人理学硕士,MS in Robotics,"工科, 计算机",卡内基梅隆大学,计算机,STEM,秋季,两年,无,无,无,无,"申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。先修课要求：数学,计算机科学,物理与工程。 推荐信提交截止日期：2023-12-13",无,无,无,无,https://www.compassedu.hk/majr_72697,无,,"工科, 计算机, 美国大学协会, 新常春藤, 全球大学校长论坛",是
72063,工程科学与应用数学理学硕士,MS in Engineering Sciences and Applied Mathematics,"理科, 数学",西北大学（美国）,数学,秋季,3学期,60060美元/年,无,无,无,无,"1. 本科学位：（prefer）数学、物理、工程
2. 先修课：线性代数、高级微积分、微分方程、实变函数、复变函数、数值方法",无,"<p>西北大学 MS in Engineering Sciences & Applied Mathematics 隶属于工学院，申请stats 和math的童鞋，也可以看看西北这个。项目时长：3个quarters（短平快）。课程就是很数学的课程…读博友好。作为基础性学科，学的都是方法，应用领域啥都可，因此就业行业等比较广泛。</p><p> 

录取方面：项目size不大，Master的申请人数也不算多，但是中国“人名”的比例还挺可以的！理工科背景，对先修课要求比较高，但是不强求“课程名称”，有课程内容就行。</p>",无,无,https://www.compassedu.hk/majr_72063,无,,"理科, 数学, 美国大学协会, 十大联盟",是
71805,化学工程理学硕士,MS in Chemical Engineering,"工科, 化工",华盛顿大学,化工,STEM,秋季,1-2年,无,无,无,无,先修课：运输、热力学、微积分（包括微分方程）、线性代数、物理和工程课程。,无,<p>华盛顿大学化学工程系（Department of Chemical Engineering）设有化学工程理学硕士（Master of Science (M.S) in Chemical Engineering）：提供了Research track （含带毕业论文和不带毕业论文两种模式）和2019年新开的Data Science Track（有一个capstone），将数据科学方法运用到化学工程和分子科学。数据科学track的学生除了能够收获化学工程领域的专业知识和技能，同时将学习Python科学编程和云计算、统计和机器学习以及计算分子科学等方面的知识。</p>,无,无,https://www.compassedu.hk/majr_71805,无,,"工科, 化工, 公立常春藤, 帕克十二联盟, 环太平洋大学联盟, 国际大学气候联盟",是
73074,会计专业硕士,Master of Professional Accountancy,"商科, 会计",克莱姆森大学,会计,STEM,春季/秋季,30学分,无,无,无,无,国际生需要完成30个学分的核心商业课程和18(或21)个学期的高级会计课程。商业核心包括但不限于会计、商业法、经济学、金融学、管理学和市场营销学的原理。18(或21)个学期的高级会计包括中级会计(6或9学分)，会计信息系统，审计，成本/管理会计和个人所得税。,无,无,无,无,https://www.compassedu.hk/majr_73074,无,,"商科, 会计, 大西洋海岸联盟, 公立大学",是
65739,数据科学硕士,MS in Data Science,"理科, 数据科学",纽约大学,数据科学,秋季,36学分,1928美元/学分,无,无,无,无,"建议在数学、计算机科学和应用统计学方面有较强背景,接触过机器学习、计算统计、数据挖掘、大规模科学计算、运筹学；建议修过微积分、线性代数、计算机科学、概率论、统计学或高等物理、工程或计量经济学课程。",无,<p>NYU DS属于纽约大学数据科学中心CDS，是第一个开设全美DS PhD和本科项目的学院，可以说是DS领域标杆一样的存在。仰仗着NYU Courant在数学Math和计算机CS领域的优势，CDS的师资力量和学术资源优势不用多说，另外天然的纽约地理位置优势也是该项目的亮点之一。</p><p>课程设置：项目正常是2年毕业。课程设置非常完善，完全按照Data Scientist的职业方向在培养，数学/统计，计算机/ML算法等基础课和硬核课程都兼而有之，并提供细分方向的选择（比如NYU的强势方向自然语言处理NLP，以及跨学科的生物与数据科学、生物医学信息学等等）。如果以就业为导向，也可以选择 industry concentration，有cpt。高质量的课程设置、优越的地理位置、业界认可度，这些都是NYU DS项目学生实习高上岸率和毕业生留美高就业率的保证。需要注意的是，有PT，所以有夜课。</p><p>毕业去向：CDS是有DS PhD的，现在也越来越多的Data scientist岗位需要PhD学历，所以有意向读博的学生也方便套磁教授，也有summer research的机会。CDS本身提供的research资源也很多、科研氛围不错。尽管有读博机会，但从数据看，大多数学生选择直接就业。毕业生就业方向广泛，科技/ 金融/ 咨询/ 生物健康等等领域都有，岗位基本是数据科学家/ 机器学习工程师等等。</p><p>录取方面：属于DS方向 tier1 的项目。招录规模在150人左右。偏好数学/ CS背景，其他商科/ 物理/ 生物/ 工科等也有。中国学生挺多的，美本多于陆本，都是高三维。平均录取GPA在3.88左右，平均托福为111+，平均GRE 325+，其中Quantitative单项平均167分左右（注意这都是平均三维，不代表一切）。有具体的先修课要求。</p>,无,无,https://www.compassedu.hk/majr_65739,无,,"理科, 数据科学, 美国大学协会, 高潜力人才签证计划",是
73561,定量系统生物学理学硕士,MS in Quantitiative and Systems Biology,"理科, 生物",西北大学（美国）,生物,STEM,秋季,1年,无,无,无,无,申请人应主修生物科学（例如生物学、生物化学、神经生物学、分子生物学）。 虽然可以使用一到两门选修课来解决特定的缺陷，但 QSB 项目并不是设计用来初步接触生物学的。 需要化学和数学的标准医学预科要求。招生委员会将以前的实验室研究经验视为申请的关键要素。 我们要求学生在他们的目的陈述中包括他们的研究经历的描述。,无,无,无,无,https://www.compassedu.hk/majr_73561,无,,"理科, 生物, 美国大学协会, 十大联盟",是
72904,法学硕士,Master in the Study of Law,"社科, 法律",佐治亚大学,法律,秋季,1年,39514美元/年,无,无,无,无,对法律寻求更多知识，但并不对于成为律师具有兴趣。该项目候选人的背景和经验水平各不相同,无,无,无,无,https://www.compassedu.hk/majr_72904,无,,"社科, 法律, 公立常春藤",否
73874,电气与计算机工程理学硕士,MS in Electrical and Computer Engineering,"工科, 电气电子",罗格斯大学,电气电子,STEM,秋季/春季,30学分,无,无,无,无,电气或者计算机工程相关学位，其他类似物理、应用数学、计算机科学、工程科学等专业的学生需要有较高的GRE,无,无,无,无,https://www.compassedu.hk/majr_73874,无,,"工科, 电气电子, 公立常春藤, 十大联盟, 美国大学协会",是
65759,软件工程硕士,MS in Software Engineering(Silicon Valley）,"工科, 计算机",卡内基梅隆大学,计算机,春季/秋季,97 units,50320美元/年,无,无,机面（kira）,无,无,无,"<p>CMU 硅谷校区Silicon Valley也有一个Software engineering 硕士项目，但是需要注意的是，这个项目严格意义上隶属于ECE系，但课程之类还是CS类的。</p><p>

课程设置：课程强调成功软件产品开发所需的需求分析、架构设计和构造等关键技能，都非常实用，非常就业导向，学以致用，而且允许学生用CPT实习。但也不得不承认，sv相比匹兹堡主校区，整体的教学资源会有劣势，选课会有一定的限制，没有校园氛围。</p><p>

就业方面：因为地处硅谷中心，拥有地理优势，找工无敌，为学生提供了实习和就业的机会。</p><p>

录取方面：曾经录取难度比较低，这2年也有上升趋势，比较看重GPA和过往的项目经历。</p>",无,无,https://www.compassedu.hk/majr_65759,无,,"工科, 计算机, 美国大学协会, 新常春藤, 全球大学校长论坛",是
73693,数学科学硕士,MS in Mathematical Sciences,"理科, 数学",纽约大学,数学,STEM,春季/秋季,30学分,无,无,无,无,"申请者必须持有数学本科学士学位如果申请者持有其他领域学士学位,需在开始研究生学习之前,完成一年的高等微积分课程",无,无,无,无,https://www.compassedu.hk/majr_73693,无,,"理科, 数学, 美国大学协会, 高潜力人才签证计划",是
72065,统计与数据科学理学硕士,MS in Statistics and Data Science,"理科, 数学",西北大学（美国）,数学,秋季,4-6quarters,60060美元/年,无,无,无,无,"1. 先修课：多元微积分,线性代数
2. GPA：3.0/4.0",无,<p>西北大学提供的统计与数据科学硕士（M.S. in Statistics and Data Science）课程，旨在为学生提供深入的统计学和数据科学理论及方法论教育，并让他们接触到最前沿的研究和实际应用。该项目不仅为学生在工业界、政府及非营利部门成为专业统计学家或数据科学家的职业发展奠定基础，同时也为有志于在统计学、数据科学或相关领域深造博士学位的学生提供了坚实的学术训练。</p><p>课程设计兼顾了学术严谨性与课程安排的灵活性，允许学生根据个人职业目标或学术兴趣定制选修课程。学生可以根据自己的学习节奏，在最短四个quarter至两年内完成学业，包括选择完成一项论文研究。</p><p>申请过程中，科研经历被特别强调，显示了项目对申请者研究潜力的重视。GRE成绩提交为可选。先修课程则要求学生具备多元微积分和线性代数的知识基础。</p><p>综上所述，西北大学的统计与数据科学硕士项目是一个专业性强、学术训练深入、并具备高度灵活性的课程，致力于培养学生在数据科学领域的专业技能和研究能力，为他们的未来发展提供强有力的支持。</p>,无,无,https://www.compassedu.hk/majr_72065,无,,"理科, 数学, 美国大学协会, 十大联盟",是
73873,社会工作硕士,Master of Social Work,"社科, 社会学与社工",华盛顿大学,社会学与社工,秋季,10个月-2年,"39,687美元/年",无,无,无,无,任意专业，具备一定的学业兴趣或者是相关院系经历Advanced路线需要有专业基础，可在10个月结束课程，Day Program路线需要两年GRE目前不需要,无,无,无,无,https://www.compassedu.hk/majr_73873,无,,"社科, 社会学与社工, 公立常春藤, 帕克十二联盟, 环太平洋大学联盟, 国际大学气候联盟",否
71859,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_71859,无,,,否
73694,数学理学硕士,MS in Mathematics,"理科, 数学",纽约大学,数学,STEM,春季/夏季/秋季,1年,无,无,无,无,"申请者必须持有认可的学士学位或同等学历申请者必须修完三个学期的大学微积分课程,包括一学期的高级微积分或线性代数同等课程,没有高级微积分课程的学生可能需要参加MATH-GA 1002多变量分析课程没有一些必要的数学准备的学生可以通过在非学位基础上参加 Courant 课程来弥补",无,无,无,无,https://www.compassedu.hk/majr_73694,无,,"理科, 数学, 美国大学协会, 高潜力人才签证计划",是
