school_id,cn_name,en_name,tags,introduction,apply_requirements,objectives,language_requirements,curriculum,success_cases,country
康奈尔大学,工程物理硕士,MEng in Engineering Physics,"理科,物理","专业方向: 物理 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 62,456美元",拥有物理学、工程物理学或应用物理学本科学位的个人有资格申请。 也鼓励那些具有强大物理学背景和相关领域学位的人申请，例如化学、工程学、材料科学、生物物理学或数学。,,{{ per_lang.name }},,,us,康奈尔大学_工程物理硕士.json
乔治城大学,整合市场营销硕士,Master's in Integrated Marketing Communications,"商科,市场营销","专业方向: 市场营销 项目类别: STEM 入学时间: 春季/夏季/秋季 项目时长: 33学分 项目学费: 50,391美元",申请者必须持有地区认可机构的学士学位,,{{ per_lang.name }},,,us,乔治城大学_整合市场营销硕士.json
加州大学圣地亚哥分校,公共政策硕士,Master of Public Policy,"社科,公共政策与事务","专业方向: 公共政策与事务 入学时间: 秋季 项目时长: 两年 项目学费: 40,645.99美元",GPA3.0及以上。,,{{ per_lang.name }},,,us,加州大学圣地亚哥分校_公共政策硕士.json
哥伦比亚大学,政治科学文学硕士,MA in Political Science,"社科,社会学与社工","专业方向: 社会学与社工 入学时间: 秋季 项目时长: 1年 项目学费: 64,726 美元",无,,{{ per_lang.name }},,,us,哥伦比亚大学_政治科学文学硕士.json
埃默里大学,全球健康公共卫生硕士,MPH in Global Health,"社科,公共卫生","专业方向: 公共卫生 项目类别: STEM 入学时间: 秋季 项目时长: 24个月 项目学费: 18,900美元 平均成绩: 3.56 国际学生: 21%",申请者必须持有地区认可机构的学士学位,,{{ per_lang.name }},,,us,埃默里大学_全球健康公共卫生硕士.json
佛罗里达大学,国际税务法学硕士,Master of Laws in International Taxation,"社科,法律","专业方向: 法律 入学时间: 秋季 项目时长: 一年 项目学费: 37,993美元",,,{{ per_lang.name }},,,us,佛罗里达大学_国际税务法学硕士.json
塔夫茨大学,人工智能硕士,MS in Artificial Intelligence,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季,春季 项目时长: 30学分 项目学费: 1,765美元/学分",,,{{ per_lang.name }},,,us,塔夫茨大学_人工智能硕士.json
佐治亚大学,生物化学工程硕士,MS in Biochemical Engineering,"理科,生物","专业方向: 生物 项目类别: STEM 入学时间: 秋季/春季/夏季 项目时长: 33学分 项目学费: 45,700美元",相关专业，GPA3.0以上,,{{ per_lang.name }},,,us,佐治亚大学_生物化学工程硕士.json
密歇根州立大学,数据科学硕士,MS in Data Science,"理科,数据科学","专业方向: 数据科学 项目类别: STEM 入学时间: 秋季 项目时长: 30学分 项目学费: 39,000美元",GPA最低3.0；拥有相关四年制学士学位；通过工作或其他相关经验展示足够的准备,,{{ per_lang.name }},,,us,密歇根州立大学_数据科学硕士.json
普渡大学西拉法叶分校,消费者科学硕士硕士,MS in Consumer Science,"商科,其他商科","专业方向: 其他商科 项目类别: STEM 入学时间: 秋季/春季 项目时长: 2年 项目学费: 14,397美元/学期",具备6个月-1年的工作经验，具备相关方向知识以及基础量化课程（尤其是统计课程）,,{{ per_lang.name }},,,us,普渡大学西拉法叶分校_消费者科学硕士硕士.json
纽约大学,生物医学信息学理学硕士,MS in Biomedical Informatics,"工科,生物工程","专业方向: 生物工程 项目类别: STEM 入学时间: 夏季 项目时长: 12个月 项目学费: 70,516美元",申请者必须持有地区认可机构的计算或定量科学学士学位且GPA达到3.0及以上。申请者最好是具备生物医学信息学相关学科背景。,,{{ per_lang.name }},,,us,纽约大学_生物医学信息学理学硕士.json
约翰霍普金斯大学,数据科学硕士,MSE in Data Science,"理科,数据科学",专业方向: 数据科学 入学时间: 春季/秋季 项目时长: 10门课 项目学费: 4595美元/课,"三个学期或五个学期的微积分课程,包括多元微积分;一学期高等数学(离散数学优先,线性代数和微分方程也可);一学期/学期的Java或Python(可接受c,但学生必须至少具备一定的Java或Python知识);一学期数据结构课程。每门必修课程的成绩必须达到B-或更高。",,{{ per_lang.name }},,,us,约翰霍普金斯大学_数据科学硕士.json
南加州大学,经济与数据科学理学硕士,MS in Economics and Data Science,"商科,经济","专业方向: 经济 项目类别: STEM 入学时间: 秋季 项目时长: 32学分 项目学费: 2,467美元/学分",申请人必须完成一年的微积分、一门统计学课程以及微观经济学和宏观经济学入门课程；优先考虑拥有中级经济学课程背景的申请者,,{{ per_lang.name }},,,us,南加州大学_经济与数据科学理学硕士.json
斯坦福大学,学习设计与技术理学硕士,MS in Learning Design and Technology (LDT),"社科,教育","专业方向: 教育 入学时间: 秋季 项目时长: 11个月 项目学费: 66,347美元",注重工作经验,,{{ per_lang.name }},,,us,斯坦福大学_学习设计与技术理学硕士.json
威斯康星大学麦迪逊分校,商业分析硕士,MS in Business Analytics,"商科,商业分析",专业方向: 商业分析 项目类别: STEM 入学时间: 秋季 项目时长: 2学期 项目学费: 45000美元/年 项目规模: 42人 平均成绩: 3.4 平均G: 659,,,{{ per_lang.name }},,,us,威斯康星大学麦迪逊分校_商业分析硕士.json
莱斯大学,会计硕士,Master of Accounting,"商科,会计","专业方向: 会计 项目类别: STEM 入学时间: 秋季 项目时长: 一年 项目学费: 57,000美元/年",1. 在申请 MAcc 计划之前，您必须完成与 Rice 的入门级财务会计本科课程 BUSI 305：财务会计的直接等效课程。 2. 除了 BUSI 305：财务会计（财务会计导论）之外，还有另外两个会计先决条件： BUSI 405：财务报告问题 I（中级财务会计 I） BUSI 440：审计 您有两种选择来满足这两个会计先决条件。 我们在莱斯大学的夏季课程 I 期间（5 月中旬至 6 月初）在校园内提供与这些课程相当的为期 3 周的重点课程。 （请注意，预科课程将收取额外学费。）或者，您可以通过其他机构直接参加这些课程，但须经 MAcc 招生委员会批准。 3. 即将入学的 MAcc 学生还需要 15 个商业相关学科的学分，例如统计学、经济学、管理学、市场营销、金融和信息系统。 如果您计划通过德克萨斯州申请注册会计师执照，德克萨斯州公共会计委员会 (TSBPA) 要求注册会计师候选人完成相关业务科目的 24 个学分。 这 24 个学分中的 9 个将通过 MAcc 课程教授，剩下 15 个学分你需要在开始 MAcc 之前完成。,,{{ per_lang.name }},,,us,莱斯大学_会计硕士.json
范德堡大学,机械工程工学硕士,MEng in Mechanical Engineering,"工科,机械工程",专业方向: 机械工程 入学时间: 春季/秋季 项目时长: 30学分 项目学费: 2150美元/学分,,,{{ per_lang.name }},,,us,范德堡大学_机械工程工学硕士.json
美利坚大学,市场营销理学硕士,MS in Marketing,"商科,市场营销","专业方向: 市场营销 入学时间: 秋季 项目时长: 11个月 项目学费: 55,980美元",暂无,,{{ per_lang.name }},,,us,美利坚大学_市场营销理学硕士.json
马里兰大学帕克分校,计算机工程理学硕士,MS in Computer Engineering,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季 项目时长: 30学分 项目学费: 32,580美元/年",拥有电气或计算机工程或数学、CS、物理等相关领域的本科学位,,{{ per_lang.name }},,,us,马里兰大学帕克分校_计算机工程理学硕士.json
乔治城大学,应用智能硕士,Master's in Applied Intelligence,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 春季/夏季/秋季 项目时长: 33学分 项目学费: 50,391美元",申请者必须持有地区认可机构的学士学位,,{{ per_lang.name }},,,us,乔治城大学_应用智能硕士.json
南卫理公会大学,应用统计学和数据分析,MS in Applied Statistics and Data Analytics,"理科,数据科学","专业方向: 数据科学 入学时间: 春季/秋季 项目时长: 36学分 项目学费: 1,200美元/学分",GPA3.0，学过多元微积分的微积分课程和至少一节统计课,,{{ per_lang.name }},,,us,南卫理公会大学_应用统计学和数据分析.json
佐治亚大学,公共健康学硕士,Master of Public Health,"社科,公共卫生","专业方向: 公共卫生 项目类别: STEM 入学时间: 秋季 项目时长: 2年 项目学费: 12,902美元/学期 项目规模: 50-60人",拥有相关人文社科专业的学士学位。选择环境健康科学方向需要预先学过生物、化学和有机化学；选择生物统计方向需要学过定量背景课程（例如数学、统计、计算机科学）。,,{{ per_lang.name }},,,us,佐治亚大学_公共健康学硕士.json
伊利诺伊大学香槟分校,材料科学与工程工学硕士,Master of Engineering in Materials Engineering,"工科,材料",专业方向: 材料 入学时间: 秋季 项目时长: 36学分 项目学费: 36798美元/年,This program is not currently accepting applications,,{{ per_lang.name }},,,us,伊利诺伊大学香槟分校_材料科学与工程工学硕士.json
杜克大学,人工智能（产品创新）,MEng in AI for Product Innovation,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季 项目时长: 12或16个月 项目学费: 95,280美元",科学或工程学的本科学位（如果您的学位在非技术领域，则需要同等的技术工作经验），并且至少一个1个学期的编程（任何语言）和2个学期微积分。强烈鼓励概率论，统计和线性代数方面的先修课，但不是必须。,,{{ per_lang.name }},,,us,杜克大学_人工智能（产品创新）.json
宾夕法尼亚大学,对外英语教育学硕士,M.S.Ed. in Teaching English to Speakers of Other Languages (TESOL),"社科,教育",专业方向: 教育 入学时间: 秋季 项目时长: 2年 项目学费: 41664美元/年,,,{{ per_lang.name }},,,us,宾夕法尼亚大学_对外英语教育学硕士.json
哥伦比亚大学,教育认知学文学硕士,MA in Cognitive Science in Education,"社科,教育","专业方向: 教育 入学时间: 夏季/秋季 项目时长: 1年 项目学费: 61,216美元",无,,{{ per_lang.name }},,,us,哥伦比亚大学_教育认知学文学硕士.json
伊利诺伊大学香槟分校,分子与细胞生物学理学硕士,MS in Molecular and Cellular Biology,"理科,生物","专业方向: 生物 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 34,570美元",相关专业，GPA3.0以上,,{{ per_lang.name }},,,us,伊利诺伊大学香槟分校_分子与细胞生物学理学硕士.json
纽约大学,管理与分析理学硕士,MS in Management and Analytics,"商科,信息系统",专业方向: 信息系统 项目类别: STEM 入学时间: 春季/秋季 项目时长: 42学分 项目学费: 23584美元/学期,,,{{ per_lang.name }},,,us,纽约大学_管理与分析理学硕士.json
弗吉尼亚大学,会计理学硕士,MS in Accounting,"商科,会计","专业方向: 会计 项目类别: STEM 入学时间: 秋季 项目时长: 9个月 项目学费: 42,742美元 项目规模: 50-60人",1. 学生应该了解会计的基本框架，包括基本的会计概念和约束，这有助于他们准备财务记录，财务报表和主要财务报表的分析。2. 学生应该了解会计对解决问题对管理的贡献。主题包括计划、控制、绩效衡量、成本行为、道德和特殊决策的信息3. 学生应该了解商业组织的资产评估，收入计量和财务报表呈现的普遍接受的会计原则，以及这些过程如何演变。专注于财务会计的重要领域，包括租赁、养老金和所得税的会计核算 4. 学生应该了解公司投资者和债权人的股票会计，以及持续财务会计问题，如金融工具、资产减值和长期债务。,,{{ per_lang.name }},,,us,弗吉尼亚大学_会计理学硕士.json
康奈尔大学,应用经济与管理硕士,Master of Professional Studies (MPS) in Applied Economics and Management,"商科,经济",专业方向: 经济 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 58586美元/学年 就业比例: 85% 平均起薪: 60708美元,,,{{ per_lang.name }},,,us,康奈尔大学_应用经济与管理硕士.json
纽约大学,运输管理理学硕士,MS in Transportation Management,"工科,交通运输","专业方向: 交通运输 项目类别: STEM 入学时间: 春季/秋季 项目时长: 30学分 项目学费: 63,060美元","申请者需要持有相对应的学士学位,GPA 达到3.0以上申请者需要学习至少两年的大学数学或者是统计学课程",,{{ per_lang.name }},,,us,纽约大学_运输管理理学硕士.json
福特汉姆大学,会计硕士,MS in Accounting,"商科,会计","专业方向: 会计 项目类别: STEM 入学时间: 秋季/春季/夏季 项目时长: 30学分 项目学费: 1,950美元/学分",本科没有参加过美国国税局税务课程的人需要学习ACGB 7184个人和商业实体税收，作为3学分的先决条件。 母语非英语且未在美国或英国完成本科或研究生课程的学位需要参加MSGB 809A Adv Pres and Public Speaking和MSGB 809B Advanced Corporate Communications，两门课程均为1.5学分。 根据过去的专业培训或学术课程，可能需要以下三个学分的先决课程: 会计基础I ACGB 7120外部财务信息和报告 ACGB 7105财务会计 管理会计分析 ACGB 7184个人和企业实体税,,{{ per_lang.name }},,,us,福特汉姆大学_会计硕士.json
雪城大学,广告学文学硕士,MA in Advertising,"社科,传播","专业方向: 传播 入学时间: 秋季 项目时长: 36学分 项目学费: 32,436美元/学年",,,{{ per_lang.name }},,,us,雪城大学_广告学文学硕士.json
纽约大学,计算机、创业及创新硕士,"MS in in Computing, Entrepreneurship and Innovation","工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季 项目时长: 33学分 项目学费: 68,442美元",申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。申请者具备计算机等相关学科背景,,{{ per_lang.name }},,,us,纽约大学_计算机、创业及创新硕士.json
克莱姆森大学,数学科学硕士,MS in Mathematical Sciences,"理科,数学","专业方向: 数学 项目类别: STEM 入学时间: 春季/秋季 项目时长: 4学期 项目学费: 11,726美元",完成线性代数、微分方程、一种计算机语言、统计学、高级微积分（或实数分析）、现代抽象代数、概率课程的学习,,{{ per_lang.name }},,,us,克莱姆森大学_数学科学硕士.json
德州农工大学,计算机科学理学硕士,MS in Computer Science,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 春季/秋季 项目时长: 30学分 项目学费: 54,000美元",GPA3.0,,{{ per_lang.name }},,,us,德州农工大学_计算机科学理学硕士.json
杜克大学,金融科技学硕士,MEng in Financial Technology,"商科,金工金数","专业方向: 金工金数 入学时间: 秋季 项目时长: 3学期 项目学费: 30250美元/学期 项目规模: 80人 平均成绩: 3.5-3.8 平均G: V155-161，Q168-170,AW3.0-3.5 男女比例: 51：49",,,{{ per_lang.name }},,,us,杜克大学_金融科技学硕士.json
普渡大学西拉法叶分校,人际传播学硕士,Master in Interpersonal Communication,"社科,媒体与传播","专业方向: 媒体与传播 入学时间: 秋季 项目时长: 至少33学分 项目学费: 30,000美元/年",相关背景（传播、人文等），有一定的实践经验加分,,{{ per_lang.name }},,,us,普渡大学西拉法叶分校_人际传播学硕士.json
雪城大学,杂志、报刊与网络新闻文学硕士,"MA in Magazine, Newspaper & Online Journalism","社科,新闻","专业方向: 新闻 入学时间: 秋季 项目时长: 1年 项目学费: 69,264美元",,,{{ per_lang.name }},,,us,雪城大学_杂志、报刊与网络新闻文学硕士.json
哈佛大学,工商管理硕士（22延期项目）,Master of Business Administration (22 Deferral),"商科,工商管理","专业方向: 工商管理 入学时间: 秋季 项目时长: 两年 项目学费: 73,440美元/年 项目规模: 100-125人 平均成绩: 3.7 平均G: 326 国际学生: 28% 男女比例: 54:46",最后一年学习的本科生，没有全职工作职位（实习或合作社除外）的硕士有资格申请。 要获得 22 计划的资格，候选人需要从本科直接进入研究生院。,,{{ per_lang.name }},,,us,哈佛大学_工商管理硕士（22延期项目）.json
西北大学（美国）,项目管理理学硕士,Master of Science in Project Management,"工科,工程管理",专业方向: 工程管理 入学时间: 秋季/冬季 项目时长: 12节课 项目学费: 60060美元/年,GPA 至少3.0,,{{ per_lang.name }},,,us,西北大学（美国）_项目管理理学硕士.json
东北大学（美国）,经济学硕士,MS in Economics,"商科,经济","专业方向: 经济 项目类别: STEM 入学时间: 秋季/春季/夏季 项目时长: 2年 项目学费: 1,250美元/学分",,,{{ per_lang.name }},,,us,东北大学（美国）_经济学硕士.json
马里兰大学帕克分校,信息系统硕士,Master of Science in Information Systems,"商科,信息系统",专业方向: 信息系统 项目类别: STEM 入学时间: 秋季 项目时长: 30学分 项目学费: 2015美元/学分 平均成绩: 3.5 平均G: 760/316 男女比例: 27:73 就业比例: 81% 平均起薪: 77000美元,"需要修过统计课程,成绩达到B以上",,{{ per_lang.name }},,,us,马里兰大学帕克分校_信息系统硕士.json
佛罗里达大学,电气和计算机工程理学硕士,MS in Electrical & Computer Engineering,"工科,电气电子","专业方向: 电气电子 项目类别: STEM 入学时间: 秋季 项目时长: 30学分 项目学费: 38,500美元",GPA达到3.0或以上。,,{{ per_lang.name }},,,us,佛罗里达大学_电气和计算机工程理学硕士.json
圣路易斯华盛顿大学,教育文学硕士,Master of Arts in Education,"社科,教育",专业方向: 教育 入学时间: 秋季 项目时长: 2年 项目学费: 57750美元/年,本科成绩至少达到B,,{{ per_lang.name }},,,us,圣路易斯华盛顿大学_教育文学硕士.json
哥伦比亚大学,可持续科学理学硕士,MS in Sustainablity Science,"工科,环境工程","专业方向: 环境工程 项目类别: STEM 入学时间: 夏季/春季/秋季 项目时长: 1.5年 项目学费: 90,864美元",拥有科学、工程、数学或相关领域本科学位,,{{ per_lang.name }},,,us,哥伦比亚大学_可持续科学理学硕士.json
南加州大学,国际商务和经济法学硕士,LLM in International Business and Economic Law,"社科,法律","专业方向: 法律 入学时间: 春季/秋季 项目时长: 一年 项目学费: 42,740美元",申请者必须持有地区认可机构的法律学士学位。,,{{ per_lang.name }},,,us,南加州大学_国际商务和经济法学硕士.json
埃默里大学,管理学硕士,Master in Management,"商科,管理",专业方向: 管理 入学时间: 秋季 项目时长: 10个月 项目学费: 63900美元,非商科背景，修过Econ和Stat,,{{ per_lang.name }},,,us,埃默里大学_管理学硕士.json
福特汉姆大学,法学理学硕士,Master of Studies in Law,"社科,法律","专业方向: 法律 入学时间: 秋季 项目时长: 30学分 项目学费: 2,463美元/学分",,,{{ per_lang.name }},,,us,福特汉姆大学_法学理学硕士.json
纽约大学,科学计算硕士,MS in Scientific Computing,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季 项目时长: 一年 项目学费: 74,664美元",申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。申请者具备计算机等相关学科背景,,{{ per_lang.name }},,,us,纽约大学_科学计算硕士.json
威廉玛丽学院,化学文学硕士,MA in Chemistry,"理科,化学","专业方向: 化学 项目类别: STEM 入学时间: 秋季/春季 项目时长: 2年 项目学费: 50,336美元",相关专业，GPA3.0以上,,{{ per_lang.name }},,,us,威廉玛丽学院_化学文学硕士.json
加州大学洛杉矶分校,社会科学和比较教育学文学硕士,MA in Social Sciences & Comparative Education,"社科,教育",专业方向: 教育 入学时间: 秋季 项目时长: 2年 项目学费: 26322美元/年,"不接受转专业,本科GPA不低于3.0,实际录取均分不低于3.5.强烈建议有相关工作或实习经验。主要为已进入教育事业中期的申请人设计,平均工作经验不低于5年",,{{ per_lang.name }},,,us,加州大学洛杉矶分校_社会科学和比较教育学文学硕士.json
华盛顿大学,社区与网络传播硕士,Master of Communication in Communities and Networks,"社科,传播",专业方向: 传播 入学时间: 秋季 项目时长: 45学分 项目学费: 786美元/学分,GPA3.0；四年制学士学位,,{{ per_lang.name }},,,us,华盛顿大学_社区与网络传播硕士.json
密歇根大学安娜堡分校,化学工程工程理学硕士,MSE in Chemical Engineering,"工科,化工",专业方向: 化工 入学时间: 秋季 项目时长: 3学期 项目学费: 26584美元/学期,"先修课：研究调查,流体流动,反应堆分析,热量和质量传输,统计热力学,化学工程师的数学。持有化学工程学士学位或其他工程或相关领域的学士学位",,{{ per_lang.name }},,,us,密歇根大学安娜堡分校_化学工程工程理学硕士.json
匹兹堡大学,信息科学硕士,Master of Science in Information Science,"商科,信息系统",专业方向: 信息系统 项目类别: STEM 入学时间: 秋季 项目时长: 36学分 项目学费: 41952美元/年,"掌握编程语言（例如 Java, C#, C）,概率统计课程,数学课程（线性代数,微积分或离散数学）,平均成绩为B或更高",,{{ per_lang.name }},,,us,匹兹堡大学_信息科学硕士.json
加州大学洛杉矶分校,生物统计学公共卫生硕士,MPH in Biostatistics,"理科,数学",专业方向: 数学 入学时间: 秋季 项目时长: 2年 项目学费: 37737美元/年,"微积分与解析几何,多元微积分",,{{ per_lang.name }},,,us,加州大学洛杉矶分校_生物统计学公共卫生硕士.json
圣母大学,两年制工商管理硕士,Two-Year Master of Business Administration,"商科,工商管理","专业方向: 工商管理 入学时间: 秋季 项目时长: 两年 项目学费: 63.440 美元 项目规模: 120人 平均成绩: 3.3 平均G: 685/315 就业比例: 96% 平均起薪: 166,599 美元","申请者必须持有地区认可机构的学士学位, 需要slide presentation",,{{ per_lang.name }},,,us,圣母大学_两年制工商管理硕士.json
哥伦比亚大学,教学技术与媒体教育硕士,MEd in Instructional Technology and Media,"社科,教育","专业方向: 教育 项目类别: STEM 入学时间: 夏季/秋季 项目时长: 60学分 项目学费: 119,400美元",国际生必须持有或正在获得相当于美国120学分的学士学位,,{{ per_lang.name }},,,us,哥伦比亚大学_教学技术与媒体教育硕士.json
哥伦比亚大学,科学教育硕士,MEd in Science Education,"社科,教育","专业方向: 教育 入学时间: 春季/夏季/秋季 项目时长: 两年 项目学费: 114,780美元",推荐希望获得专业学位并在科学教育方面进行强化准备的科学教育工作者。,,{{ per_lang.name }},,,us,哥伦比亚大学_科学教育硕士.json
波士顿大学,计算机信息系统硕士,MS in Computer Information Systems,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 夏季/秋季 项目时长: 12-20个月 项目学费: 61,050美元",GPA3.0及以上。,,{{ per_lang.name }},,,us,波士顿大学_计算机信息系统硕士.json
南加州大学,化学工程理学硕士,MS in Chemical Engineering,"工科,化工",专业方向: 化工 项目类别: STEM 入学时间: 春季/秋季 项目时长: 28学分 项目学费: 2035美元/学分,具有工科（化学工程、化学、制药工程和材料科学等）相关专业背景,,{{ per_lang.name }},,,us,南加州大学_化学工程理学硕士.json
哥伦比亚大学,人力资本管理硕士,Master of Science in Human Capital Management,"商科,管理",专业方向: 管理 入学时间: 秋季 项目时长: 3学期 项目学费: 2428美元/学分,,,{{ per_lang.name }},,,us,哥伦比亚大学_人力资本管理硕士.json
加州大学洛杉矶分校,工学硕士,Master of Engineering Track: Data Science,"理科,数据科学",专业方向: 数据科学 入学时间: 秋季 项目时长: 1年 项目学费: 50400美元/年 项目规模: 100人人 平均成绩: 3.7,"1. 学士学位：工程学科, 计算机科学,数学,物理,化学专业 2. GPA至少3.0/4.0",,{{ per_lang.name }},,,us,加州大学洛杉矶分校_工学硕士.json
哥伦比亚大学,法学硕士,Master of Laws,"社科,法律",专业方向: 法律 入学时间: 秋季 项目时长: 1年 项目学费: 72352美元 项目规模: 300人,不需要G,,{{ per_lang.name }},,,us,哥伦比亚大学_法学硕士.json
宾夕法尼亚州立大学,工商管理硕士,Master of Business Administration,"商科,工商管理","专业方向: 工商管理 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 47,704美元/学年",四年制学士学位或五年工作经验的在职专业人士,,{{ per_lang.name }},,,us,宾夕法尼亚州立大学_工商管理硕士.json
卡内基梅隆大学,计算材料科学与工程,MS in Computational Materials Science and Engineering (CMSE),"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季 项目时长: 两个学期 项目学费: 26,050美元",申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。,,{{ per_lang.name }},,,us,卡内基梅隆大学_计算材料科学与工程.json
威斯康星大学麦迪逊分校,电气与计算机工程理学硕士,MS in Electrical & Computer Engineering,"工科,电气电子","专业方向: 电气电子 项目类别: STEM 入学时间: 秋季 项目时长: 16个月 项目学费: 36,000美元",拥有认可机构的电气或计算机工程理学学士学位，但也会考虑工程、计算机科学、物理学或相关学科的学士学位。,,{{ per_lang.name }},,,us,威斯康星大学麦迪逊分校_电气与计算机工程理学硕士.json
纽约大学,国际关系文学硕士,MA in International Relations,"社科,国际关系","专业方向: 国际关系 入学时间: 春季/秋季 项目时长: 40学分 项目学费: 73,237美元",申请者必须持有地区认可机构的学士学位且GPA达到3.5或85分以上,,{{ per_lang.name }},,,us,纽约大学_国际关系文学硕士.json
德克萨斯大学奥斯汀分校,社会工作硕士,Master of Social Work,"社科,社会学与社工","专业方向: 社会学与社工 入学时间: 夏季/秋季 项目时长: 2年 项目学费: 41,722美元",GPA3.0及以上，学过入门的统计课程。,,{{ per_lang.name }},,,us,德克萨斯大学奥斯汀分校_社会工作硕士.json
弗吉尼亚理工大学,市场营销理学硕士,"MS in Business, Marketing","商科,市场营销","专业方向: 市场营销 入学时间: 春季/夏季/秋季 项目时长: 30学分 项目学费: 1,740.5美元/学分",暂无,,{{ per_lang.name }},,,us,弗吉尼亚理工大学_市场营销理学硕士.json
波士顿大学,社会工作硕士,Master of Social Work,"社科,社会学与社工","专业方向: 社会学与社工 入学时间: 秋季 项目时长: 2年 项目学费: 77,192美元",相关专业，GPA3.0以上,,{{ per_lang.name }},,,us,波士顿大学_社会工作硕士.json
普林斯顿大学,公共事务硕士,Master in Public Affairs,"社科,公共政策与事务",专业方向: 公共政策与事务 入学时间: 秋季 项目时长: 两年 项目学费: 60410美元 项目规模: 70人,有公共服务相关的专业、实习、或者志愿经历。绝大多数MPA 学生之前都有全职工作经验。强烈推荐学过数学、统计学和经济学课程。,,{{ per_lang.name }},,,us,普林斯顿大学_公共事务硕士.json
西北大学（美国）,机械工程理学硕士,MS in Mechanical Engineering,"工科,机械工程",专业方向: 机械工程 入学时间: 秋季 项目时长: 12-15个月 项目学费: 20020美元/quarter,,,{{ per_lang.name }},,,us,西北大学（美国）_机械工程理学硕士.json
波士顿学院,全职工商管理硕士,Full-Time MBA,"商科,工商管理","专业方向: 工商管理 项目类别: STEM 入学时间: 秋季 项目时长: 两年 项目学费: 59,030美元 项目规模: 70-90人 平均成绩: 3.36 平均G: 312 国际学生: 24% 男女比例: 65:35",虽然工作经验不是必需的，但prefer至少有两年的专业工作经验； 平均工作经验是四年半。 只有少数申请者在大学毕业后直接被录取。,,{{ per_lang.name }},,,us,波士顿学院_全职工商管理硕士.json
罗切斯特大学,生物学理学硕士,MS in Biology,"理科,生物","专业方向: 生物 项目类别: STEM 入学时间: 秋季 项目时长: 30学分 项目学费: 23,396美元",生物学或相关专业,,{{ per_lang.name }},,,us,罗切斯特大学_生物学理学硕士.json
明尼苏达大学双城分校,市场营销硕士,Master of Marketing,"商科,市场营销","专业方向: 市场营销 入学时间: 秋季 项目时长: 9个月 项目学费: 50400美元/年 就业比例: 91% 平均起薪: 60,000美元",申请者在入学前完成至少一个学期的大学水平统计课程，但这不是录取的先决条件。学生可以通过学术课程或特定的在线证书课程来满足这一要求，并需在8月15日前完成。提供的在线证书课程包括杜克大学的“概率与数据入门”、阿姆斯特丹大学的“基础统计”、统计.com的“大学学分初级统计”、约翰霍普金斯大学的“R编程”以及莱斯大学的“商业统计与分析专业”等。申请时，学生应根据是选择学术课程还是在线证书课程来提交相应的机构名称、课程名称、编号、课程描述或大纲，或上传完成证书。,,{{ per_lang.name }},,,us,明尼苏达大学双城分校_市场营销硕士.json
北卡罗来纳大学教堂山分校,媒体与传播学文学硕士-新闻学,MA in Media and Communication-Journalism,"社科,媒体与传播","专业方向: 媒体与传播 入学时间: 夏季 项目时长: 一年 项目学费: 39,860美元 项目规模: 小于20人",GPA达到3.0或以上,,{{ per_lang.name }},,,us,北卡罗来纳大学教堂山分校_媒体与传播学文学硕士-新闻学.json
波士顿大学,公共关系学硕士,MS in Public Relations,"社科,传播",专业方向: 传播 入学时间: 秋季 项目时长: 48学分 项目学费: 33335美元/学期,,,{{ per_lang.name }},,,us,波士顿大学_公共关系学硕士.json
康涅狄格大学,统计学理学硕士,MS in Statistics,"理科,数学","专业方向: 数学 入学时间: 秋季 项目时长: 3个学期 项目学费: 2,227美元/学期",整个本科累计平均绩点为3.0;本科最后两年的平均绩点至少为3.0;或在整个本科最后一年表现优异(3.5或以上)，成功完成三个学期的微积分和一个学期的线性代数。有统计学背景会有帮助，但不是必需的,,{{ per_lang.name }},,,us,康涅狄格大学_统计学理学硕士.json
哥伦比亚大学,社会组织心理学硕士,MA in Social-Organizational Psychology,"社科,教育","专业方向: 教育 入学时间: 春季/夏季/秋季 项目时长: 2年 项目学费: 86,085美元",申请人必须在成功完成本科学习后和申请该计划之前具有工作经验。 两年以上工作经验者优先。 直接从本科课程申请的申请人将不被考虑录取。,,{{ per_lang.name }},,,us,哥伦比亚大学_社会组织心理学硕士.json
