school_id,cn_name,en_name,tags,introduction,apply_requirements,objectives,language_requirements,curriculum,success_cases,country
新加坡管理大学,会计学理学硕士（数据与分析）,MSc Accounting (Data & Analytics),"商科,会计,会计学院",专业方向: 会计 入学时间: 8月 项目时长: 1年 项目学费: 57770新币/年,- 申请者必须在认可的高等教育机构颁发的本科学位中能够证明良好的先前学术成绩 - 申请者必须具备足够的数学/微积分背景，具备足够的统计学/会计学/金融学/商学背景 - 申请者可以选择参加SMU入学考试/GMAT（600被视为有竞争力）/GRE作为申请该专业的入学考试 - 有相关工作经验的申请者将具备额外的优势,新加坡管理大学会计学理学硕士（数据与分析）项目专为那些有兴趣将数据技术应用于其领域以解决业务问题的专业人士而设计，尤其是在金融和会计部门。大量数据的流动对数据分析专业人员产生了很高的需求，他们可以分析此类数据并获得知情决策所需的洞察力。这对会计和金融服务公司至关重要，因为他们一直在处理客户提供的大量信息。,{{ per_lang.name }},国际财务报告准则中的财务报告1  (Financial Reporting in the IFRS World I ) 国际财务报告准则中的财务报告2  (Financial Reporting in the IFRS World II ) 价值创造管理  (Managing for Value Creation ) 会计信息系统  (Accounting Information Systems ) 数据分析应用统计学  (Applied Statistics for Data Analysis ) 数据编程  (Programming with Data ) 数据管理  (Data Management ) 数据建模与可视化  (Data Modeling and Visualisation ) 预测与法医分析  (Forecasting and Forensic Analytics ) 金融工具分析  (Analytics for Financial Instruments ) 价值投资分析  (Analytics for Value Investing ) 会计分析毕业设计  (Accounting Analytics Capstone ) 实习/独立研究  (Internships or Independent Studies ),,singapore,新加坡管理大学_会计学理学硕士（数据与分析）.json
南洋理工大学,运动与体育研究理学硕士,MSc Exercise and Sport Studies,"社科,体育,教育学院",专业方向: 体育 入学时间: 1月 项目时长: 1年 项目学费: 47415新币/年,具有良好的学士学位，偏好优秀的荣誉学位，需要运动和体育研究或相关领域背景；或 具有认可大学颁发的良好学士学位（非运动和体育研究背景），并且具有运动和体育研究文凭或研究生文凭或同等学历；或 具有相关的南洋理工大学FlexiMasters且成绩优秀，具备与课程内容和成果相称的专业经验，可能会开展面试以确定申请者是否适合该专业,新加坡南洋理工大学运动和体育研究理学硕士项目主要面向对体育教育、运动、卫生与健康感兴趣的人员。该项目均衡地融合了教育学、社会心理学、管理学、人类运动科学等学科，旨在提升运动和体育领域专业人才的任职资格，促进在校体育教师的职业发展，或者让他们能够胜任运动科学和管理的岗位。,{{ per_lang.name }},"体育与运动学定量研究设计与方法 (Quantitative Research Design and Methods in Physical Education and Sports Science) 体育与运动学定性研究设计与方法 (Qualitative Research Design and Methods in Physical Education and Sports Science) 新加坡体育和运动组织管理 (Managing Sport and Exercise Organisations in Singapore) 体育项目管理理论、方法和问题 (Project Management in Sport: Theory, Methods and Issues) 竞技文化 (The Culture of Sport) 体育教学研究 (Research on Teaching in PE) 体育运动当前问题和发展趋势  (Current Issues and Trends in PE and Sport) 教练工作理论和实践 (The Theory and Practice of Coaching) 体育活动资讯系统 (Physical Activity Information Systems) 应用运动心理学干预 (Applied Sport Psychology Interventions) 运动生理学及体能表现 (Exercise Physiology and Physical Performance) 体育活动与生活方式 (Physical Activity and Lifestyle Behaviour) 运动、营养与肥胖 (Exercise, Nutrition and Obesity) 神经肌肉生物力学 (Neuromuscular Biomechanics) 运动生物力学 (Sport Biomechanics)",,singapore,南洋理工大学_运动与体育研究理学硕士.json
南洋理工大学,航空理学硕士,MSc Aviation,"工科,航空工程,机械与航空航天工程学院",专业方向: 航空工程 入学时间: 8月 项目时长: 1年 项目学费: 51503新币/年,具有良好的学士学位，需要机械或工业工程或相关学科背景并受过数学和生产方面的培训；或 具有学士学位，需要工程或相关学科背景并受过数学训练，同时具备2年相关行业经验。 相关学科包括但不限于南洋理工大学工程学院提供的学士学位课程,南洋理工大学航空理学硕士项目旨在为快速发展的航空业培养专业人才，从电动垂直起降（EVTOL）飞机到3D打印，该课程为学生提供了在这个充满活力的领域发挥领导作用的技能，凭借专家教师和行业洞察力，学生将获得深入的知识和实践专业知识，以应对挑战并拥抱现代航空的机遇。,{{ per_lang.name }},EVTOL飞机设计 (EVTOL Aircraft Design) 飞机运营 (Aircraft Operations) 航空安全与人为因素 (Aviation Safety and Human Factors) 航空运输系统 (Air Transportation Systems) 增材制造的基础与进展 (Fundamentals and Advances in Additive Manufacturing) 机器学习与数据科学 (Machine Learning and Data Science) 企业资源规划 (Corporate Resource Planning) 物流功能管理 (Management of Logistics Function) 采购与供应商发展 (Procurement & Supplier Development) 飞行导航与控制 (Flight Navigation and Control) 未来航空科技 (Future Aviation Technology) 航空复合材料 (Composites in Aviation) 航空管理与经济 (Airline Management and Economics),,singapore,南洋理工大学_航空理学硕士.json
新加坡管理大学,管理学理学硕士,MSc Management,"商科,管理,商学院",专业方向: 管理 入学时间: 1/8月 项目时长: 1.5年 项目学费: 39967新币/年,- 不要求具备工作经验 - 具有声誉好的院校颁发的良好本科学位（不限专业背景） - 具有良好的GMAT（600被视为有竞争力）/GRE/SMU入学考试（T-Score 55/80被视为有竞争力）成绩 - 需要提交2篇个人陈述，其中1篇需要对指定问题（3选1）进行回答,新加坡管理大学管理学理学硕士课程为期12个月，采用全日制授课模式。该课程是专门为没有商科工作经验，但有本科学历并有意进入商业领域的人士开设的。课程旨在帮助学生建立稳固而扎实的管理学知识体系。新加坡管理大学管理学硕士课程提供了密集式的研究生水平的管理学教育，并通过一系列实践性课程设置，帮助学生毕业后顺利进入商业领域，拥有最广泛的职业选择机会。作为一项学术严谨的研究生课程，它锻炼学生掌握适用于不断变化的商业世界的技能，包括适应性、创造性、灵活性和批判性思维等。新加坡管理大学管理学理学硕士课程面向全球，专注于亚洲领域的独特设置，让毕业生拥有独特的优势，能够在复杂的商业环境中，抓住新趋势，顺势而为。,{{ per_lang.name }},"管理者会计 (Accounting for Managers) 企业传播 (Corporate Communications) 伦理、企业价值与社会价值 (Ethics, the Corporation and Social Value) 产业研究项目—理论 (Industry Research Project (IRP) - Theory) 国际商务 (International Business) 市场营销 (Marketing) 公共部门及非营利组织管理 (Public and Non-Profit Management) 亚洲商业环境 (Asian Business Environment) 公司财务与财务管理 (Corporate Finance & Financial Management) 全球物流与可持续供应链管理 (Global Logistics and Sustainable Supply Chain Management) 产业研究项目—实践 (Industry Research Project (IRP) - Practicum) 人力资源与组织管理 (Managing People and Organisations) 战略管理基础 (Foundations of Strategic Management) 创新与企业家精神 (Innovation and Entrepreneurship)",,singapore,新加坡管理大学_管理学理学硕士.json
新加坡国立大学,工业与系统工程理学硕士,MSc Industrial & Systems Engineering,"工科,工业工程,工程学院",专业方向: 工业工程 入学时间: 8月 项目时长: 1年 项目学费: 55590新币/年,具有认可机构颁发的学士学位（达到二等荣誉学位）或同等学历，需要工程、科学或相关学科背景 优先考虑毕业后具备一段时间相关行业经验的申请者,新加坡国立大学工业与系统工程理学硕士学位课程为那些以在工业或服务部门处理重要工程和管理决策为终生事业的人而设。新加坡国立大学工业与系统工程理学硕士学位课程有六个方向可供选择，分别是：常规方向、数据分析、工程与服务管理、 运筹学、系统工程和脱碳分析。自20世纪70年代开设以来，新加坡国立大学工业与系统工程理学硕士学位课程培养了很多高质量的毕业生，这些毕业生在私有和公共部门都身居高职。,{{ per_lang.name }},应用工程统计学 (Applied Engineering Statistics) 工业工程师数据分析 (Data Analytics For Industrial Engineers) 成本分析与工程师 (Cost Analysis And Engineer) 决策运筹学 (Operations Research for Decision Making) 随机模型及其应用 (Stochastic Models and Their Applications) 大型系统工程 (Large Scale Systems Engineering) 成本分析与工程经济 (Cost Analysis and Engineering Economy) 工业工程师数据分析 (Data Analytics For Industrial Engineers) 应用预测方法 (Applied Forecasting Methods) 过程设计与控制的统计方法 (Statistical Methods for Process Design and Control) 零售运营与分析 (Retails Operations and Analytics) 工业系统应用编程 (Applied Programming for Industrial Systems) 工程统计学习 I (Statistical Learning in Engineering I) 工程统计学习 II (Statistical Learning in Engineering II) 大型系统工程 (Large Scale Systems Engineering) 质量规划与管理 (Quality Planning and Management) 项目管理的系统方法 (Systems Approach to Project Management) 服务创新与管理 (Service Innovation and Management) 通过产品开发创造价值 (Value Creation Through Product Development) 通过专利分析实现创新价值最大化 (Maximising Innovation Value through Patent Analytics) 工业工程师数据分析 (Data Analytics For Industrial Engineers) 供应链系统建模 (Modelling for Supply Chain Systems) 决策分析 (Decision Analysis) 医疗保健系统与分析 (Healthcare System and Analytics) 现代供应链与区块链技术 (Modern Supply Chain and Blockchain Technologies) 零售运营与分析 (Retail Operation and Analytics) 系统建模与高级模拟 (Systems Modelling and Advanced Simulation) 工程统计学习 II (Statistical Learning in Engineering II) 可靠性工程与资产管理 (Reliability Engineering and Asset Management) 医疗保健系统与分析 (Healthcare System and Analytics) 能源与可持续性 (Energy and Sustainability) 交通建模与经济学 (Transportation Modeling and Economics) 系统建模与高级模拟 (Systems Modelling and Advanced Simulation) 能源系统建模与市场机制 (Energy Systems Modelling and Market Mechanisms) ESG与净零：原理及实例 (ESG and Net Zero: Principles and Cases),,singapore,新加坡国立大学_工业与系统工程理学硕士.json
南洋理工大学,信号处理和机器学习理学硕士,MSc Signal Processing and Machine Learning,"工科,电气电子,电气与电子工程学院",专业方向: 电气电子 入学时间: 1/8月 项目时长: 1年 项目学费: 56157新币/年,具有良好的相关学士学位 有相关工作经验者优先考虑,南洋理工大学信号处理和机器学习理学硕士课程专为执业工程师、硬件与软件设计师、数据科学家、研发经理和行业规划师而设计，他们寻求了解数字信号处理和人工智能技术的当前方法和发展方向，该课程也适用于预计在未来将会参与这些领域的工程师和数据科学家。,{{ per_lang.name }},机器视觉 (Machine Vision) 遗传算法和机器学习 (Genetic Algorithms and Machine Learning ) 高等数字信号处理 (Advanced Digital Signal Processing) 实时DSP设计与应用 (Real-time DSP Design and Applications) 自然语言处理 (Natural Language Processing) 视频信号处理 (Video Signal Processing) 合作研发 (Collaborative Research & Development) 项目管理与科技创业 (Project Management & Technopreneurship) 数字通信系统 (Digital Communication Systems) 网络安全和区块链技术 (Cyber Security And Blockchain Technology) 无线和移动无线电系统 (Wireless & Mobile Radio Systems) 系统分析 (Systems Analysis) 机器人与智能传感器 (Robotics & Intelligent Sensors) 计算智能 (Computational Intelligence) 医疗保健智能生物传感器和系统 (Smart Biosensors & Systems For Healthcare) 分布式多媒体系统 (Distributed Multimedia Systems) 信号处理专题 (Special Topics In Signal Processing) 模式识别与深度学习  (Pattern Recognition & Deep Learning ) 线性系统 (Linear Systems) 研究方法 (Research Methods) 神经和模糊系统 (Neural And Fuzzy Systems) 概率和随机过程 (Probability And Random Processes) 统计信号处理 (Statistical Signal Processing) 图像分析与模式识别 (Image Analysis And Pattern Recognition) 人工智能和数据挖掘 (Artificial Intelligence And Data Mining ) 先进的模拟电路 (Advanced Analog Circuits ),,singapore,南洋理工大学_信号处理和机器学习理学硕士.json
南洋理工大学,教育学硕士（课程与教学）,Master of Education (Curriculum and Teaching),"社科,教育,教育学院",专业方向: 教育 入学时间: 1/8月 项目时长: 1年 项目学费: 41900新币/年,具有认可大学颁发的良好学士学位，或具有相关的南洋理工大学FlexiMasters且成绩优秀 具有教师资格如新加坡国立教育学院颁发的教育研究生文凭以及至少1年教学经验，或具备至少3年教学经验或其他教育相关工作经验,教育学硕士课程主要面向在新加坡学校和教育部工作的教育工作者，学校也欢迎具有教育背景并希望提升教育知识和技能的大学毕业生申请。南洋理工大学教育学硕士（课程与教学）项目旨在促进经验丰富的教育工作者的成长，他们致力于发展课程和教学方面的专业知识，该课程为学生提供从设计、实施到评估课程制定过程的基础知识和理论基础，对本地和国际背景下的课程问题有知情和批判性的理解，让学生领会作为课程领导者的角色和责任。,{{ per_lang.name }},"教育调查 ( Educational Inquiry) 课程：理论与问题 (Curriculum: Theories and Issues) 精心设计课程 (Crafting the Curriculum) 教育和学习中的评估：理论、矛盾与问题 (Assessment in Education and Learning: Theories, Tensions and Issues) 理解教师与教学：理论与实践 ( Understanding Teachers and Teaching: Theory and Practice) 学习理论与观点 ( Theories and Perspectives of Learning) 课程实施与教育变革：概念与问题 (Curriculum Implementation and Educational Change: Concepts and Issues) 课程与项目评估 ( Curriculum and Programme Evaluation) 针对不同学习者的差异化课程与教学 ( Differentiating Curriculum and Teaching for Diverse Learners) 全球化与课程改革 ( Globalisation & Curriculum Reform) 真实性评估的理论与实践 (Theory and Practice of Authentic Assessment) 新加坡学习评估：理论与实践的批判性视角 (Assessment for Learning in Singapore: Critical Perspectives of Theory and Practice) 评估领导力 (Assessment Leadership) 学生参与评估以授权与学习 ( Student Involvement in Assessment for Empowerment and Learning) 课程、教学法与专业发展中的叙事探究 (Narrative Inquiry in Curriculum, Pedagogy and Professional Development) 教师研究与教学研究 (Teacher Research and Research on Teaching) 在教学和学习中证实多样性与文化 (Affirming Diversity and Culture in Teaching and Learning) 新媒体与21世纪学习 (New Media and 21st Century Learning)",,singapore,南洋理工大学_教育学硕士（课程与教学）.json
南洋理工大学,教育学硕士（数学）,Master of Education (Mathematics),"社科,教育,教育学院",专业方向: 教育 入学时间: 1/8月 项目时长: 1年 项目学费: 41900新币/年,具有认可大学颁发的良好学士学位，或具有取相关的南洋理工大学FlexiMasters且成绩优秀 具有教师资格如新加坡国立教育学院颁发的教育研究生文凭以及至少1年教学经验，或至少3年教学经验或其他相关教育工作经验 具有数学教育的实际经验以及至少2门本科水平数学课程的学习背景,教育学硕士课程主要面向在新加坡学校和教育部工作的教育工作者，学校也欢迎具有教育背景并希望提升教育知识和技能的大学毕业生申请。南洋理工大学教育学硕士（数学）项目旨在提供发展数学知识作为一门学科及其教学法的课程，培养数学教育的反思性实践者，为教师的职业发展做好准备，使其成为教育部的硕士教师或高级专家，并为数学教育研究提供引导。,{{ per_lang.name }},教育调查 (Educational Inquiry) 数学教育研究的理论视角与问题 (Theoretical Perspectives and Issues in Mathematics Education Research) 在数学教育中使用技术 (Using Technology in Mathematics Education) 数学评估 ( Assessment in Mathematics) 数学课程研究 (Curriculum Studies in Mathematics) 代数与代数教学 ( Algebra and the Teaching of Algebra) 几何与几何教学 (Geometry and the Teaching of Geometry) 统计学与统计学教学 (Statistics and the Teaching of Statistics) 问题解决与问题解决的教学 (Problem Solving and the Teaching of Problem Solving) 新加坡小学数学 (Singapore Primary School Mathematics) 数字与数字教学 (Numbers and the Teaching of Numbers) 小学数学学习心理学 (Psychology of Learning Mathematics at the Primary Level) 当代数学教育问题 (Contemporary Issues in Mathematics Education) 数学教育中的国际问题 ( International Issues in Mathematics Education),,singapore,南洋理工大学_教育学硕士（数学）.json
新加坡国立大学,医学药理学理学硕士,MSc Medical Pharmacology,"社科,医学,杨潞龄医学院",专业方向: 医学 入学时间: 8月 项目时长: 1年 项目学费: 65400新币/年,"- 具有医学学位，如M.B.B.S.，或具有相关学士学位（偏好荣誉学位），需要生命科学（如生物化学、生物学、药理学）、护理学、生物工程、生物信息学、计算生物学、健康科学或相关学科背景 - 具备其他资格和相关行业经验的申请者将根据具体情况予以考虑，但需要经过项目委员会批准 入围申请者需要参加面试 需要提交存款证明（覆盖学杂费和18,000新币生活费）",新加坡国立大学医学药理学理学硕士项目由行业专家提供设计意见，旨在培养药理学、毒理学、药品监管科学及药理学教育等领域的卓越人才，致力于推动安全高效的药物研发，最终造福广大病患。项目特色将严谨的学术训练与丰富的实践体验密切结合，学生可根据自身职业发展规划，选择临床药理学、转化药理学或药理学教育作为专业方向。凭借扎实的专业知识与过硬的实践能力，毕业生在学术界、医疗机构、合同研究组织（CRO）、教育单位及制药产业等领域均具备卓越的竞争优势。,{{ per_lang.name }},顶石项目（临床方向） (Capstone Project (Clinical)) 科研有效沟通 (Effective Scientific Communication) 医学研究伦理与规范 (Ethics & Good Practice in Medicinal Research) 临床药理学 I (Clinical Pharmacology I) 临床药理学 II (Clinical Pharmacology II) 应用生物医学领导力 (Leadership in Applied Biomedicine) 高级生物统计学研究 (Advanced Biostatistics for Research) 顶石项目（转化方向） (Capstone Project (Translation)) 药理学原理与实践 (Principles and Praxis of Pharmacology) 顶石项目（教育方向） (Capstone Project (Education)) 医学教育定量研究 (Quantitative Research in Medical Education) 药理学课程设计 (Curriculum Design for Pharmacology) 临床实验设计与管理 (Clinical Trial Design and Management) N-of-1药理学 (N-of-1 Pharmacology) 个性化药物与药物计量学 (Personalized Medicines and Pharmacometrics) 药物警戒与监管事务 (Pharmacovigilance and Regulatory Affairs) 天然产物与补充医学 (Natural Products & Complementary Medicine) 毒理学与安全评估 (Toxicology and Safety Assessment ) 新一代药物：从实验室到临床应用 (Next Generation Medicines: From Bench to Bedside) 绿色与可持续药理学 (Green and Sustainable Pharmacology) 药物发现与开发全生命周期 (Drug Discovery & Development Life Cycle) 高级人体药理学 (Advanced Human Pharmacology) 生物技术当前实践 (Current Practices in Biotechnology) 生物医药行业知识产权与专利 (Understanding IP and Patents in the Biomedical Industry) 教学技术创新应用 (Transforming your Teaching using Technology) 医学教育定性研究 (Qualitative Research in Medical Education) 高等教育教学基础 (Nuts and Bolts of Teaching in Higher Education),,singapore,新加坡国立大学_医学药理学理学硕士.json
南洋理工大学,生物医学工程理学硕士,MSc Biomedical Engineering,"工科,生物工程,化学、化学工程与生物技术学院",专业方向: 生物工程 入学时间: 8月 项目时长: 1年 项目学费: 49050新币/年,具有知名大学的荣誉（优异）学士学位或同等学历 有相关工作经验和推荐信的申请者可视具体情况特殊考虑,生物医学工程将工程原理和设计概念应用于医学和生物学以解决健康医疗领域的挑战。它将设计和工程解决方案与医学生物科学相结合，形成工程技术和生物医学领域的桥梁。南洋理工大学生物医学工程理学硕士课程适合有意攻读更高学位的应届毕业生，以及在生物医学行业工作的专业人士。通过结合了知识学习和动手能力培养的行业相关课程，学生可以在最先进的生物医学技术领域抢占先机，选修课将制药和医疗器械领域的科学知识与创业技能和监管系统的学习相匹配，将增加学生的职业选择。,{{ per_lang.name }},学术交流技能 (Academic Communications) 实验室轮转学习 (Laboratory Rotation) 科学研究分享和期刊俱乐部 (Research Sharing & Journal Club) 先进生物材料 (Advanced Biomaterials) 先进生物医学仪器 (Advanced Biomedical Instrumentation) 3D打印技术的生物医学应用 (3D Printing for Biomedical Applications) 生物医学数据分析 (Data Analytics for Biomedical Applications) 微流体和芯片实验室的化学和生物医学应用 (Microfluidics and Lab-On-Chip for Chemical & Biomedical Applications) 体外诊断和生物纳米技术 (In Vitro Diagnostics and Bionanotechnology) 健康和生物医学领域的项目管理简介 (Introduction to Project Management in the Health and Biomedical Sector) 医疗器械监管系统 (Biomedical Device Regulatory Systems) 基因组技术 (Genome Technologies) 药物递送和纳米医学 (Drug Delivery and Nanomedicine) 可持续制药技术 (Sustainable Pharmaceutical Technology) 制药行业的先进分析和制备技术 (Advanced Analytical & Manufacturing Techniques in Pharmaceutical Industry) 力学生物学的工程进展 (Engineering in Mechanobiology) 生物医学领域的创业实践 (Biomedical Entrepreneurship) 组织工程与再生医学 (Tissue Engineering and Regenerative Medicine) 项目研究 I (MSc Research I) 项目研究 II (MSc Research II) 专业实习 (Professional Internship),,singapore,南洋理工大学_生物医学工程理学硕士.json
新加坡国立大学,医疗保健行为与实施科学理学硕士,MSc Behavioural and Implementation Sciences in Health,"社科,医学,杨潞龄医学院",专业方向: 医学 入学时间: 8月 项目时长: 1年 项目学费: 61803新币/年,具有学士学位（偏好荣誉学位），需要健康、医疗保健、心理学、社会科学、社会工作和相关领域背景 优先考虑具有医学学士学位、生命科学（如生物化学、细胞生物学和分子生物学）、生物工程、生物技术或健康科学相关学位的毕业生 具有其他资格和相关行业经验的申请者在项目批准下可能根据具体情况被考虑录取 需要提供存款证明,新加坡国立大学医疗保健行为与实施科学理学硕士项目旨在通过课程作业培养具有行为和实施科学方面深入知识和专业知识的毕业生，并通过以下方式应用于医疗保健环境： 学习最先进的行为和组织变革方法，然后学生将在新加坡乃至更远的地方的医疗保健组织中应用这些方法， 掌握方法和统计方法来评估已证实的干预措施的实施、传播以及临床和人口健康影响，以及 应用经济分析的理论原理和实践技术对于卫生政策和卫生保健决策至关重要。,{{ per_lang.name }},行为和实施科学基础 (Fundamentals of Behavioural and Implementation Sciences) 医疗保健领域的循证实践和政策 (Evidence-informed Practice and Policies in Healthcare) 行为与实施科学中级研究方法 (Intermediate Research Methods for Behavioural and Implementation Sciences) 中级行为与实施科学 (Intermediate Behavioural and Implementation Sciences) 健康项目评估 (Programme Evaluation in Health) 硕士项目 I (Master's Project I) 硕士项目 II (Master's Project II) 行为决策科学 (Behavioural Decision Sciences) 行为与实施科学入门研究方法 (Introductory Research Methods in Behavioural and Implementation Sciences) 行为与实施科学的高级应用 (Advanced Applications of Behavioural and Implementation Sciences) 行为和实施科学的高级研究方法 - 复杂干预设计 (Advanced Research Methods for Behavioural and Implementation Sciences - Complex Intervention Design) 数字敏捷性和变革领导力 (Digital Agility & Change Leadership) 先进的基于价值的医疗保健 (Advanced Value-Based Healthcare) 医疗数据和数据处理 (Medical Data and Data Processing),,singapore,新加坡国立大学_医疗保健行为与实施科学理学硕士.json
南洋理工大学,学习科学理学硕士,MSc Science of Learning,"社科,教育,教育学院",专业方向: 教育 入学时间: 1月 项目时长: 1年 项目学费: 49050新币/年,具有以下领域的学士学位：心理学、教育学、神经科学、认知科学、学习科学，或科学/技术相关领域（如工程、科学），或数学/统计学；或 具有学士学位以及相关工作经验，偏好K-12教育、教师专业发展、继续教育和培训或其他相关成人教育；或 具有相关的南洋理工大学FlexiMasters且成绩优秀，并具备相关工作经验，偏好K-12教育、教师专业发展、继续教育和培训或其他相关成人教育。,生物学和神经科学的进步展示了我们的大脑和认知发展是如何受到学习经验和环境的影响的。南洋理工大学学习科学理学硕士是一个独特的跨学科课程，学生将获得强大的学习科学基础，并了解神经科学、认知科学、认知科学的最新进展。技术涉及教育的基本问题——人们如何学习，以及我们可以用来优化学习的工具。,{{ per_lang.name }},"学习科学基础 (Foundations in Science of Learning) 学习科学：研究方法 (Science of Learning: Research Methods) 学习科学学习分析 (Learning Analytics for Science of Learning) 教育神经科学：原理、观点、实践 (Educational Neuroscience: Principles, Perspectives, Practices) 人工智能与神经科学交叉教育 (Education at the Intersection of Artificial Intelligence and Neuroscience) 翻译教育神经科学 (Translating Educational Neuroscience) 大脑、行为、认知 (Brain, Behaviour, Cognition) 综合项目 (Integrative Project)",,singapore,南洋理工大学_学习科学理学硕士.json
新加坡科技设计大学,工程学硕士（跨学科）,Master of Engineering (Interdisciplinary),"工科,工业工程,硕士项目",专业方向: 工业工程 入学时间: 1/9月 项目时长: 1年 项目学费: 52078新币/年,至少具有学士学位或以上学历，学术成绩优秀 不要求但强烈建议提交GRE,新加坡科技设计大学工程学硕士（跨学科）项目旨在为在职人员和应届毕业生提供机会，帮助学生探索独立研究型解决方案来解决现有的工程挑战，创造更美好的世界。该项目的学生将在导师的带领下开展研究，导师将在必要时引导、指导与监督学生的研究。参与研究项目的该项目的学生将最终提交一份硕士研究论文，该论文必须交由论文考试委员会评估。,{{ per_lang.name }},"知识产权 (Intellectual Property (IP) Clinic) 领导力、团队合作与个人品牌化 (Leadership, Teamwork and Personal Branding) 城市住房类型学 (Urban Housing Typologies) 城市设计高级专题：城市可持续性 (Advanced Topics in Performative Design: Urban Sustainability) 计算科学与工程 (Computational Science & Engineering) 设计科学 (Design Science) 功能性材料 (Functional Materials) 随机模型 (Stochastic Models) 统计学 (Statistics) 收益管理 (Revenue Management) 系统安全 (Systems Security) 安全软件工程 (Secure Software Engineering) 安全网络物理系统 (Secure Cyber Physical Systems) 应用工程数学 (Applied Mathematics for Engineering) 最优化与控制 (Optimization and Control)",,singapore,新加坡科技设计大学_工程学硕士（跨学科）.json
新加坡国立大学,半导体技术与运作理学硕士,MSc Semiconductor Technology and Operations,"工科,电气电子,工程学院",专业方向: 电气电子 入学时间: 8月 项目时长: 1年 项目学费: 57880新币/年,具有学士学位或同等学历（至少达到新加坡二等荣誉学位或同等水平），需要科学、技术、工程或数学（STEM）背景。不符合要求的申请者可根据具体情况酌情考虑录取，其中工作经验是一项重要标准。,新加坡国立大学半导体技术与运作理学硕士课程旨在为对半导体技术和运作领域感兴趣的毕业生提供全面的基础知识，为毕业生提供有关材料、器件、制造、封装和测试的基础知识和最新的半导体技术，帮助学生了解半导体技术基础设施投资和供应链管理，审查与半导体芯片设计和制造相关的战略、战术和运营层面的关键成本和效益决策，了解完整的设计、技术开发和制造过程以及技术创新周期，了解技术开发过程过去和现在的商业模式。,{{ per_lang.name }},"集成电路技术与设计 (Integrated Circuit Technology and Design) 异构集成、集成电路封装与测试 (Heterogeneous Integration, IC Packaging and Testing) 半导体产业的演变与转型 (Evolution and Transformation of Semiconductor Industry) 半导体供应链与需求管理 (Semiconductor Supply Chain and Demand Management) 光子集成电路 (Photonic Integrated Circuits) 生物电子学 (Bioelectronics) 半导体材料与器件 (Semiconductor Materials and Devices) 半导体良率与失效分析 (Semiconductor Yield and Failure Analysis) 材料表征方法 (Material Characterisation Methodology) 过程设计与控制的统计方法 (Statistical Methods for Process Design and Control) 可靠性工程 (Reliability Engineering) 知识产权管理与创新战略 (Intellectual Property Management and Innovation Strategy) 运作分析与管理 (Operations Analysis and Management) 决策分析 (Decision Analysis) 品质规划与管理 (Quality Planning and Management) 工程领导力的概念与应用 (Concepts and Applications of Engineering Leadership) 半导体技术与运作项目I或II (Semiconductor Technology and Operations Project I or II) 半导体技术与运作实习 (Semiconductor Technology and Operations Internship)",,singapore,新加坡国立大学_半导体技术与运作理学硕士.json
新加坡国立大学,金融工程理学硕士,MSc Financial Engineering,"商科,金工金数,风险管理学院",专业方向: 金工金数 入学时间: 8月 项目时长: 1年 项目学费: 64000新币/年,"具有良好的4年制本科学位或荣誉学位，可选择性提交GMAT或GRE，有相关工作经验者优先考虑，需要存款证明58,000新币",新加坡国立大学金融工程理学硕士课程是一项跨学科课程，融合了金融学、数学和计算机学科，以实践为导向，力求解决金融领域的问题。金融工程理学硕士课程由新加坡国立大学风险管理研究所的前身——金融工程中心开设于1999年，旨在让金融领域和银行业的专业人士和应届毕业生掌握金融创新科技方面的先进知识。金融工程学科领域的知识包括金融产品开发、价格建模、套期保值、投资技术、风险分析与计算方法。在众多的金融工程硕士课程中，新加坡国立大学风险管理研究所的金融工程理学硕士课程独领风骚，力求将学员塑造成实干家，让他们不仅能够掌握必要的金融工程理论知识，还能够掌握专业的实践知识，有效地解决金融领域的复杂问题。,{{ per_lang.name }},衍生品和固定收益 (Derivatives and Fixed Income) 风险分析和管理 (Risk Analyses and Management) 金融工程项目 (Financial Engineering Project) 随机微积分和定量方法 (Stochastic Calculus and Quantitative Methods) 编程和高级数值方法 (Programming and Advanced Numerical Methods) 金融计量 (Financial Econometrics) 企业融资和风险 (Corporate Financing and Risk) 投资组合理论和投资 (Portfolio Theory and Investments) 期限结构和利率衍生品 (Term Structure and Interest Rate Derivatives) 金融学研究方法 (Research Methods in Finance) 金融工程研讨会 (Seminar in Financial Engineering) 信用风险 (Credit Risk) 交易原则和基本原理 (Trading Principles & Fundamentals) 高级金融衍生品定价 (Advanced Derivatives Pricing) 电子金融市场导论 (Introduction to Electronic Financial Market),,singapore,新加坡国立大学_金融工程理学硕士.json
