school_id,cn_name,en_name,tags,introduction,apply_requirements,objectives,language_requirements,curriculum,success_cases,country
澳门科技大学,法律硕士,Juris Master,"社科,法律,法学院",专业方向: 法律 入学时间: 9月 项目时长: 2年 项目学费: 130000港币/年,专业不限，但法学专业除外,法律硕士生需要在政府机构、律师事务所或其它法律实务部门完成2-3个月的实习和实践，并提交实习报告，为了将书本中的法律运用于实际，并积累实践经验。,,法理学 (JURISPRUDENCE) 法制史 (LEGAL HISTORY) 宪法与基本法 (CONSTITUTIONAL LAW AND THE BASIC LAW) 民法学 (CIVIL LAW) 刑法学 (CRIMINAL LAW) 刑事诉讼法学 (CRIMINAL PROCEDURE LAW) 民事诉讼法学 (CIVIL PROCEDURE LAW) 行政法与行政诉讼法 (ADMINISTRATIVE LAW AND ADMINISTRATIVE LITIGATION LAW) 经济法 (ECONOMIC LAW) 商法 (COMMERCIAL LAW) 国际法原理 (PRINCIPLES OF INTERNATIONAL LAW),,澳门
澳门科技大学,供应链管理学硕士,Master of Supply Chain Management,"商科,供应链管理,商学院",专业方向: 供应链管理 入学时间: 9月 项目时长: 2年 项目学费: 120000港币/年,不局限于任何专业,随着经济结构调整、产业转型升级和全球化的发展，企业之间的竞争已经转变成供应链之间的竞争。实践证明，通过供应链管理可以大幅降低企业成本，提高企业生产率，推动企业快速发展。2017年10月13日国务院办公厅发佈了关于积极推进供应链创新与应用的指导意见，其中之一就是要求高等院校加快培养高层次供应链人才。同时，为适应澳门经济适度多元化的需要，顺应供应链全球化发展趋势，商学院于2020年新开设供应链管理硕士课程（MSCM）。 在为期两年的全日制学习中，传授学生高阶的供应链管理理论、工具和分析方法，培养学生综合运用专业知识解决实际问题的研究能力，帮助学生挖掘自身的创新潜力，使之能够成为胜任供应链相关岗位、具备国际视野的高级供应链分析人才。,,全球营运与供应链管理 (Global Operations and Supply Chain Management) 管理科学与实务 (Management Science with Practice) 研究设计与分析 (Research Design and Analysis) 供应链实证分析 (Empirical Analysis in Supply Chain Management) 商务博弈论 (Business Game Theory) 商务优化理论 (Business Optimization Theory) 供应链建模与彷真方法 (Supply Chain Modeling and Simulation) 会展项目管理 (Project Management in Convention and Exhibition),,澳门
澳门理工大学,运动及体育理学硕士,MSc Sports and Physical Education,"社科,体育,健康科学及体育学院",专业方向: 体育 入学时间: 8月 项目时长: 2年 项目学费: 85000澳门币/年,具有学士学位或同等学历；或 正修读上述学历课程最后一年。 其他所需文件： - 运动奖项（如有） - 内地往届学士毕业生须提交应届内地全国研究生招生考试初试成绩，且达国家一区分数线或以上,本课程旨在培养高水平运动及体育专才，透过全面剖析体育范畴的理论与研究动态，有效提升学生体育教学、运动训练等专业技能，专题探讨运动心理、体育管理与学校体育，培育学生管理技巧与研究能力。,,高级体育运动心理学 (Advanced Psychology of Sports and Exercise) 运动技能学习原理 (Principles of Motor Learning) 现代学校体育专题 (Special Topics in Current Physical Education in Schools) 体适能评定理论与评价方法 (Theory and Methodology of Physical Fitness Assessment) 体育科研方法 (Methodology of Research in Physical Education) 运动及体育管理专题 (Study of Sports Management) 教练方法 (Methods of Coaching) 游戏创编 (Design and Practice of Sports Games) 体育多元统计方法 (Multivariate Statistical Methods in Sport Science) 体能训练 (Training of Strength and Conditioning) 运动与营养 (Exercise and Nutrition) 运动员身体机能评定 (Monitoring Body Functional Performance of Athletes) 论文 (Thesis),,澳门
澳门科技大学,管理硕士,Master of Management Studies,"商科,管理,商学院",专业方向: 管理 入学时间: 9月 项目时长: 2年 项目学费: 127500港币/年,不局限于任何专业,经济全球化的快速进程促使整个社会对管理类人才的需求增快。与此同时，随着技术和文化的不断发展，管理的思想和技术也产生令人惊喜的进步，管理领域在需要管理实践人才的同时也更需要管理类的研究人才和教学人才。管理硕士学位就是为了培养管理类的研究人才而设立，课程面向各专业的本科应届毕业生招生，并且欢迎有工作经验并有志从事管理研究工作的人士入读。,,营销管理 (MARKETING MANAGEMENT) 研究方法 (RESEARCH METHODOLOGY) 管理经济学 (MANAGERIAL ECONOMICS) 组织行为学 (ORGANIZATIONAL BEHAVIOR) 管理导论 (INTRODUCTION TO MANAGEMENT) 统计学 (STATISTICS) 管理决策方法 (MANAGERIAL DECISION METHODS) 商业伦理 (BUSINESS ETHICS),,澳门
澳门大学,国际商法（英文）法学硕士,LLM International Business Law (English Language),"社科,法律,法学院",专业方向: 法律 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩,澳门大学法学院自2006/2007学年已经开始面向法学生和非法学生开设国际商法的研究生课程。该课程旨在为商业从业者（包括银行、保险、贸易、不动产、博彩业等其他部门）提供学习商事交易中涉及的澳门法和国际法的机会。在经济全球化的时代，了解澳门和其他包括中国内地、香港、欧盟和国外地区现行的国际法律法规标准尤为重要。该课程的弹性的框架包括各个国际法、区域法、和澳门法领域的选修课。该课程的教学目的在于实践应用，以满足企业和公司及其员工的需求。在诸如澳门这样的微小而开放的经济体中，在经济全球化的时代，了解澳门和其他包括中国内地、香港、欧盟和国外地区现行的国际法律法规标准尤为重要。澳门的商业和贸易发展已有数个世纪，如今，澳门也开始新的经济增长时期。在澳门从事商业活动或者从事跨境商业活动要求投资者、律师和公司管理者了解澳门和国际法律制度。该国际商法课程为英文授课，以提供学员必要的国际商法的英文法律背景。,,跨国法 (Transnational Law) WTO与区域贸易法 (WTO and Regional Trade Law) 争议解决 (Dispute Resolution) 创意经济中的知识产权法 (Intellectual Property Law in the Creative Economy) 研究方法与法律写作 (Research Methodology and Legal Writing) 项目报告 (Project Report) 欧盟竞争法 (EU Competition Law) 欧盟环境法 (EU Environmental Law) 欧盟自然资源和能源法 (EU Natural Resources and Energy Law) 欧盟的条约改革 (Treaty Reforms in the EU) 外国投资法 (Foreign Investment Law) 国际刑法与人道主义法 (International Criminal and Humanitarian Law) 人权和难民法 (Human Rights and Refugee Law),,澳门
澳门城市大学,计算机科学硕士,Master of Computer Science,"工科,计算机,数据科学研究院",专业方向: 计算机 入学时间: 9月 项目时长: 2年 项目学费: 110000港币/年,报考者须具有学士学位或同等学历。前置学历专业为计算机科学、信息科学、人工智能、数据科学、信息安全、数据分析、数据管理、数学、统计学、机器学习、数据採集、数据库等领域及相关专业者优先。 往届本科毕业生需参加2025年全国硕士研究生招生考试且初试总成绩过国家A类线。 应届本科毕业生不受考研限制。,配合澳门特別行政区发展规划以及国家数字经济发展战略规划，计算机科学硕士课程总体培养目標为： 具备扎实的自然科学、信息科学理论基础； 具有人工智能与信息安全专业领域知识的人才； 具有从事科学研究和技术开发的能力，产学研结合的务实型人才； 具有创新意识和终身学习动力的跨领域成长型人才； 具有国际视野、中国情怀和跨文化合作能力的科研和应用型人才； 除了总体目标的覆盖內容以外，“人工智能”方向的培养目標还包括： 培养国家与澳门发展所需的爱国爱澳的，掌握数据科学、人工智能相关知识，理论与实务结合、分析与应用兼备的专业人才； 可以在不同的领域灵活运用所学的知识，解决复杂情况下多变的实际问题的交叉型人才； “信息安全” 方向的培养目标还包括： 培养国家与澳门发展所需的的爱国爱澳的信息安全人才，为数据系统建立技术、管理上的安全保护。 培养熟练掌握安全检测、加密技术、防护策略、防御技术等基础知识，解决复杂情境下的实际问题的综合型人才。,,高级编程与软件工程 (Advanced Programming and Software Engineering) 高级计算机体系结构 (Advanced Computer Architecture) 计算机通信与网络 (Computer Communication and Networks) 学术专题项目 (Special Academic Topic) 人工智能和计算智能 (Artificial Intelligence and Computational Intelligence) 神经网络 (Neural Networks) 机器学习算法与应用 (Machine Learning Algorithms and Applications) 计算机体系安全 (Cybersecurity) 计算机网络安全和安全协议 (Computer Network Security and Security Protocols) 密码学 (Cryptography) 时间序列分析 (Time Series Analytics) 并行计算方法 (Parallel Computing Methods) 机器人原理与脑计算 (Robotics Principles and Brain Computing) 信息隐私和应用 (Information Privacy and Applications) 大数据分析 (Big Data Analytics),,澳门
澳门大学,葡萄牙语言及跨文化研究哲学硕士,MPhil Portuguese Language and Intercultural Studies,"社科,语言,人文学院",专业方向: 语言 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩,该计划旨在发展学生的葡萄牙语世界语言，语言学，文学和文化知识，并提高其文化素养和批判性思维能力。现有两个专业，即文学和跨文化研究与应用语言学。在完成该课程的文学和跨文化研究专业后，学生将具备技能，可以批判性地分析和理解葡萄牙语在创造性和传播性文学中的发展和使用，这将在其硕士学位论文中得到证明。在完成该课程的应用语言学专业后，预计学生将具备解决解决涉及葡萄牙语的现实问题并在竞争激烈的就业市场中取得成功所需的许多技能和大量知识。,,文学文化研究方法 I (Literary & Cultural Studies Method I) 文学文化研究方法 II (Literary & Cultural Studies Method II) 论文与研究写作研讨会 (Thesis and Research Writing Seminar) 论文 (Thesis) 专业葡萄牙语 I (Portuguese for Professional Purposes I) 专业葡萄牙语 II (Portuguese for Professional Purposes II) 现代葡语文学 (Modern Lusophone Literature) 语言学方法 I (Linguistics Method I) 语言学方法 II (Linguistics Method II) 葡萄牙语作为第二语言的教学方法 (Methodology of Teaching Portuguese as a Second Language) 葡萄牙语阅读能力的培养 (Developing Reading Skills in Portuguese as a Foreign Language) 葡萄牙社会语言学 (Portuguese Sociolinguistics),,澳门
澳门大学,中国文学哲学硕士,MPhil Chinese Literature,"社科,文化,人文学院",专业方向: 文化 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩,学习中国文学，包括古代文学、现当代文学，以及与中国文学相关的文学理论等，提高学员的中国文学认识水平，更新学员对当前中国文学研究发展的认知，扩阔学员的眼界，培养学员从新方向、新视角、新理论等对中国文学进行研究，为继续研究和深造中国文学打下坚实的基础。,,中国古典文学专题 (Special topic of Chinese classical literature) 中国现代文学专题 (Special topics in modern Chinese Literature) 文学理论专题 (Special topics in literary theory) 论文 (Thesis) 古代文学研究方法 (Research methods of ancient literature) 现代文学研究方法 (Research methods of modern literature) 中国文学专题 I (Chinese Literature I) 中国文学专题 II (Chinese Literature II) 中国古代文体专题 (Special topics on ancient Chinese style) 中国现代文体专题 (Modern Chinese style),,澳门
澳门大学,中药学哲学硕士,MPhil Chinese Medicinal Science,"社科,药学,中华医药研究院",专业方向: 药学 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,申请人必须在认可机构完成至少4年的学士学位或同等学历的相关领域,中医药科学硕士（CMS）由我们中医药科学研究所（ICMS）的专业教职人员团队提供，该研究所于2002年在澳门成立，是首家以研究为导向的研究所。在过去的16年中，ICMS自豪地主办了中药质量研究国家重点实验室，这是中药广泛领域中的第一个国家重点实验室，并且在全国和全球范围内均获得了快速增长和日益增长的影响。这项计划已被设计以响应中国的研究和开发。它的目的是培养高级研究人员，使其在CMS的跨学科领域中精通理论和实践。成功地成为研究者所必需的知识，技能和发展活动已包括在核心课程中，并辅以各种选修课程。,,中药研究导论 (Introduction to Research in Chinese Medicinal Science) 中药质量控制 (Quality Control of Chinese Medicine) 药理学和安全性评估 (Pharmacology and Safety Evaluation) 药品和保健品的开发 (Development of Drugs and Health Products) 药物科学 (Pharmaceutical Science) 药物筛选的目标和模型 (Targets and Models for Drug Screen) 系统生物学 (Systems Biology) 生物医学信息学 (Biomedical Informatics) 医疗技术管理 (Medical Technology Management ) 临床医学中的新兴材料 (Emerging Materials in Clinical Medicine) 当代中医药研究进展 (Progress in Contemporary Study of Chinese Medicine) 药代动力学和代谢组学在药物开发中的应用 (Application of Pharmacokinetics and Metabonomics in Drug Development) 学术论文 (Academic Thesis),,澳门
澳门大学,欧洲事务社会科学硕士,MSocSc European Studies,"社科,国际关系,社会科学学院",专业方向: 国际关系 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩 具有相关本科培训或工作经验的申请人，最好是经济学，政治学，法学，欧洲语言或其他相关学科，将在入学评估中给予更高的优先权,澳门大学与澳门欧洲研究所（IEEM）合作提供欧洲研究文学硕士学位。这项为期两年的跨学科课程为学生提供了从各种角度更深入地研究欧洲一体化和欧洲研究过程的机会。课程工作分为四个模块：通用基金会，经济方面，法律研究和欧盟的国际关系。所有课程均由欧洲各大学和学院以及澳门大学的顶尖学者讲授。该课程特别适合那些希望在欧洲研究和国际关系理论上建立强大知识基础以及在社会科学分析方面奠定坚实基础的人。MASS-EUS计划的校友已经在中国和国外寻求成功的职业，包括商业，政府，外交机构，国际组织，非营利部门和学术界。,,公共政策与政治 (Public Policy and Politics) 政府与欧盟治理 (Governments and EU Governance) 社会政策与欧洲认同 (Social Policy and European Identity) 欧洲一体化的历史 (History of European Integration) 研究方法 (Research Methods) 学术写作 (Academic Writing) 宏观经济学导论 (Introduction to   Macroeconomics) 欧洲一体化理论 (Theory of European   Integration) 欧盟经济政策 (Economic Policies of the EU) 世界语境下的欧洲货币联盟 (The European Monetary   Union in the World Context) 全球化与欧盟的外国直接投资 (Globalization & EU’s Foreign Direct Investment) 欧盟与可持续发展 (EU and Sustainable Development) 欧洲经济精选话题 (Selected Topics in European Economy),,澳门
澳门科技大学,刑事司法硕士,Master of Laws in Criminal Justice,"社科,法律,法学院",专业方向: 法律 入学时间: 9月 项目时长: 2年 项目学费: 120000港币/年,不局限于任何专业,本课程讲解和讨论犯罪学的研究方法，分析犯罪的原因和类型，探讨预防犯罪的刑事司法和综合对策，并且系统介绍犯罪学的各个学派及其主要理论学说。本课程将讲解西方古典学派、实证主义学派、犯罪生物学学派、犯罪心理学学派、现代社会学学派等各派理论，介绍中国犯罪学的研究成果，并且运用犯罪学的各种理论分析中国和港澳地区犯罪的起因和现象，寻求有效控制犯罪的刑事司法对策和综合预防对策。,,犯罪学原理 (THEORIES OF CRIMINOLOGY) 犯罪学专题 (SPECIAL TOPICS IN CRIMINOLOGY) 警察学专题 (SPECIAL TOPICS IN POLICING) 刑事证据学 (CRIMINAL EVIDENCE) 比较刑事司法 (COMPARATIVE CRIMINAL JUSTICE) 侦查学研究 (RESEARCH ON CRIMINAL INVESTIGATION) 监狱与矫正学研究 (RESEARCH ON PRISONS AND CORRECTIONS) 国际犯罪与跨国犯罪专题 (SPECIAL TOPICS IN INTERNATIONAL AND TRANSNATIONAL CRIMES) 犯罪被害人学 (CRIMINAL VICTIMOLOGY) 指导阅读 (DIRECTED READINGS),,澳门
澳门大学,医药管理理学硕士,MSc Medicinal Administration,"社科,药学,中华医药研究院",专业方向: 药学 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,申请人必须在认可机构完成至少4年的学士学位或同等学历的相关领域,参与药物管理的个人有助于创造一种环境，在这种环境中，人口或患者群体的健康得到有效和高效的保护和促进。他们是动态和跨学科领域的专业人士，可能对药品和相关产品的可用性、可及性和质量产生巨大影响，在药品开发的业务方面与提供高质量和高效的治疗选择之间取得平衡。他们专业知识的实用性可能存在于药品生命周期的任何地方，包括研发、专利批准、上市许可、入伍和采购、供应和分销、合理使用、药物警戒等。 澳门大学医药管理理学硕士项目具有高度的适用性和实用性，旨在培养能够熟练运用现代社会学、经济学、法律法规、项目策划与管理等理论、方法和技术的医药行业高端人才。和/或统计数据，以解决制药行业、创新和技术以及医药管理其他方面的实际环境中的现实问题。配合中华医学科学院（ICMS）和中药质量研究国家重点实验室（SKL-QRCM）的主要学术目标，该计划支持澳门及其他地区医药管理专业人才的发展。,,药物管理概论 (Introduction to Medicinal Administration) 社会与行政药学 (Social and Administrative pharmacy) 健康产业创新 (Health Industry Innovation) 社会医学 (Social Medicine) 医学统计学应用 (Application of Medical Statistics) 医药管理应用方法学 (Application Methodology for Medicinal Management) 计算机技术在药学中的应用 (Application of Computer Technology in Pharmacy) 医药创新与技术管理 (Medical Innovation and Technology Management) 卫生政策评估 (Health Policy Assessment) 医疗保健行业技术英语 (Technical English for Healthcare Sector) 生物医学信息学 (Biomedical Informatics) 中药标准化与质量管理 (Standardization and Quality Management of Chinese Medicine) 项目报告 (Project Report),,澳门
澳门大学,数据科学（市场营销分析）理学硕士,MSc Data Science (Marketing Analytics),"理科,数据科学,工商管理学院",专业方向: 数据科学 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人必须在学士学位学习中达到相当于C级或更高的总成绩具有2年或以上全职工作经验者优先；面试表现(如有),该计划的特色是多学科课程，该课程汲取了跨学科的见解，使学生能够使用最新的工具和分析方法从现实世界的数据集中提取信息，并以各种方式解释和交流其发现改变人们的思想和行为。数据科学理学硕士课程为期两年，与不同学术单位合作开展。科学与技术学院总共将开设4门基础课程，内容涉及大数据理论，挖掘和分析技术等。要求学生声明自己的专业，这是由不同学术单位提供的，以学习和研究如何处理大数据。切实有效地应用于他们指定的专业领域。学生应根据指定专业的学习计划注册课程，并完成具有指定主题的项目报告。,,数据科学编程简介 (Introduction to Data Science Programming) 数据科学和数据可视化 (Data Science and Data Visualization) 数据库和数据挖掘技术 (Database and Data Mining Technologies) 机器学习工具 (Tools for Machine Learning) 营销管理 (Marketing Management) 买家行为 (Buyer Behavior) 市场营销分析 (Marketing Analytics) 研究方法 (Research Methods) 项目报告 (Project Report),,澳门
澳门科技大学,公共行政管理硕士,Master of Public Administration,"社科,公共政策与事务,商学院",专业方向: 公共政策与事务 入学时间: 9月 项目时长: 2年 项目学费: 130000港币/年,不局限于任何专业,理论与实践相结合，增强学生对公共管理的理解，和对相关知识和技能的掌握，学生不仅要修读常规课程，也要受到鼓励去政府、社团等部门从事实践活动。对国际与地区比较的重视，课程要求学生不仅对本地的公共行政有所了解，也强调澳门、香港、中国大陆、亚洲和西方发达国家之间在公共政策、公共治理等方面的比较研究。,,经济学 (ECONOMICS) 组织行为学 (ORGANIZATIONAL BEHAVIOR) 公共管理学 (PUBLIC MANAGEMENT) 行政法学 (ADMINISTRATIVE LAW) 公共财政学 (PUBLIC FINANCE) 统计学 (STATISTICS) 公共政策分析 (PBULIC POLICY ANALYSIS) 资讯技术与管理 (INFORMATION TECHNOLOGY AND MANAGEMENT) 政府人力资源管理 (GOVERNMENT HUMAN RESOURCES MANAGEMENT) 管理沟通 (MANAGEMENT COMMUNICATION),,澳门
澳门大学,数据科学（金融科技）理学硕士,MSc Data Science (Financial Technology),"理科,数据科学,工商管理学院",专业方向: 数据科学 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,取得等效于的GPA 2.8或以上的成绩(相当于75-77分)；面试表现(如有),该计划的特色是多学科课程，该课程汲取了跨学科的见解，使学生能够使用最新的工具和分析方法从现实世界的数据集中提取信息，并以各种方式解释和交流其发现改变人们的思想和行为。数据科学理学硕士课程为期两年，与不同学术单位合作开展。科学与技术学院总共将开设4门基础课程，内容涉及大数据理论，挖掘和分析技术等。要求学生声明自己的专业，这是由不同学术单位提供的，以学习和研究如何处理大数据。切实有效地应用于他们指定的专业领域。学生应根据指定专业的学习计划注册课程，并完成具有指定主题的项目报告。,,数据科学编程简介 (Introduction to Data Science Programming) 数据科学和数据可视化 (Data Science and Data Visualization) 数据库和数据挖掘技术 (Database and Data Mining Technologies) 机器学习工具 (Tools for Machine Learning) 企业融资 (Corporate Finance) 金融风险管理 (Financial Risk Management) 金融技术简介 (Introduction to Financial Technology) 商业银行管理 (Commercial Bank Management) 项目报告 (Project Report),,澳门
澳门大学,公共行政社会科学硕士,MSocSc Public Administration,"社科,公共政策与事务,社会科学学院",专业方向: 公共政策与事务 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩 具有相关本科培训或工作经验，或具有国际关系或公共管理知识的申请人，将被优先考虑录取评估,澳门大学公共管理社会科学硕士是一项高级研究课程，旨在为候选人提供澳门特区以及中国大陆和其他行政区的公务员和其他公共组织的职业所需的技能和知识。MPC的学生将研究澳门特别行政区以及该地区其他政府和机构的结构，运作和政策。他们还发展政策分析技能，重点在于管理澳门从葡萄牙向中国转移权力所带来的变化。因此该课程为希望以公共政策专业人士的职业生涯迈出新一步的个人提供了坚实的基础。,,公共行政：理论与实践 (Public Administration: Theory and Practice) 公共财政 (Public Finance) 人力资源管理 (Human Resources Management) 公共政策分析 (Public Policy Analysis) 中国的公共政策 (Public Policy in China) 当代中国的公共行政 (Public Administration in Contemporary China) 组织行为学 (Organizational Behavior) 政治经济 (Political Economy) 公共行政研究方法 (Research Methods in Public Administration) 宪法 (Constitutional Law) 行政法规 (Administrative Law) 决策：理论与实践 (Decision-Making: Theory and Practice) 研究设计 (Research Design) 项目报告 (Project Report),,澳门
澳门城市大学,数据科学硕士（中文学制）,Master of Data Science (Chinese),"理科,数据科学,数据科学研究院",专业方向: 数据科学 入学时间: 9月 项目时长: 2年 项目学费: 120000港币/年,报考者须具有学士学位或同等学历。前置学历专业为计算机科学、数据分析、数据管理、资讯科学、数学、统计学、机器学习、统计学、机器学习、数据挖掘、数据库等领域及相关专业者优先。 往届本科毕业生需参加2025年全国硕士研究生招生考试且初试总成绩过国家A类线。 应届本科毕业生不受考研限制。,学生通过专业知识学习、研究实践、论文撰写等，掌握数据的分析、管理、应用的基础知识和专业技能，具备运用数据分析方法解决特定领域问题的能力。今后可从事行业数据分析与管理工作、专业研究等。研究内容包括：数据处理技术、城市数据处理、数据挖掘与分析、人工智慧数据处理等,,数据科学导论 (Introduction to Data Science) 时间序列分析 (Time Series Analytics) Hadoop大数据处理技术及应用基础 (Hadoop Fundamentals for Big Data Processing and Applications) 数据分析与统计推断 (Data Analytics and Statistical Inference) 大数据演算法导论 (An Introduction to Big Data Programming) 云计算与大数据分析 (Cloud Computing and Big Data Analytics) 并行计算 (Parallel Computing) 人工智慧神经网络 (Artificial Neural Networks) 大数据分析与运用 (Big Data Analytics and Applications) 教育大数据专题 (Special Topic for Education Big Data) 金融市场数据分析与数据挖掘专题 (Special Topic for Financial Market Data Analytics and Data Mining) 大数据时代的精准行销专题 (Special Topic for the Accurate Marketing of the Era of Big Data) 学术专题项目 (Special Academic Topics) 学位论文 (Thesis Writing),,澳门
澳门科技大学,电影制作硕士,Master of Film Production,"社科,影视,人文艺术学院",专业方向: 影视 入学时间: 9月 项目时长: 2年 项目学费: 147500港币/年,不局限于任何专业,,,电影制作 I (Film Production I) 世界电影史 (World Cinema History) 电影制作 II (Film Production II) 电影理论与评论 (Critical Issues on Film Theory) 剧本创作I (Script Writing I) 剧本创作II (Script Writing II) 实习 (Internship),,澳门
澳门理工大学,运动科技与创新理学硕士,MSc Sports Technology and Innovation,"社科,体育,应用科学学院",专业方向: 体育 入学时间: 8月 项目时长: 2年 项目学费: 85000澳门币/年,具有电脑学、运动科技、体育学或相关领域的学士学位或同等学历；或 正修读上述学历课程最后一年。 内地往届学士毕业生须提交应届内地全国研究生招生考试初试成绩，且达国家一区分数线或以上,澳门理工大学运动科技与创新理学硕士课程教授运动科技相关的跨学科专业知识，重点数字技术和人工智能对健康和运动产业的变革性影响力。课程丰富毕业生的科创知识与能力，使他们能胜任运动数据分析专家、运动康复专家，以及体育行业的技术开发人员等运动技术领域的岗位。课程注重智慧健康产业的发展，培养学生在运动科技与健康管理之间的融合能力，使毕业生具备竞争优势。,,"运动科学原理 (Principles of Sports Science) 数据分析 (Data Analytics) 应用机器学习 (Applied Machine Learning) 运动科技 (Sports Technology) 项目报告 (Project Report) 智能康复治疗前沿 (Advanced Topics in Intelligent Rehabilitation Therapy) 运动康复技术与先进工具 (Sports Rehabilitation Techniques and Advanced Tools) 智能康复运动工程 (Intelligent Rehabilitation Sports Engineering	) 健康保健技术与创新 (Innovation and Technology in Health and Wellness) 人工智能运动表现分析 (Artificial Intelligence Assisted Sports Performance Analysis) 特选论题 I (Selected Topics I) 特选论题 II (Selected Topics II)",,澳门
澳门大学,数据科学（教学分析）理学硕士,MSc Data Science (Analytics in Teaching and Learning),"社科,教育,教育学院",专业方向: 教育 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,申请人必须持有认可的学士学位或同等学历。学士学位学习成绩平均绩点 (GPA) 2.8（满分 100 分，平均绩点 75 分）或以上。优先考虑主修教育并具有定量背景（统计，STEM等）的申请人，具有研究经验（包括研究出版物、助学金、奖学金和助学金）的学生将获得优先考虑,澳门大学数据科学（教学分析）理学硕士项目以多学科课程为特色，该课程借鉴了一系列学科的见解，使学生能够使用最新的工具和分析方法从现实世界的数据集中提取信息，并以多种方式解释和交流他们的发现。改变人们的思想和行为。 数据科学（教学分析）理学硕士课程为期两年，与不同的学术单位合作开展项目。学生将有理工学院讲授的大数据理论、挖掘与分析技术等共4门基础课程。实际和有效地应用于他们指定的专业领域。学生应按照指定专业的学习计划进行选课，并完成项目报告。,,项目报告 (Project Report) 教育大数据评估与评价 (Assessment and Evaluation of Educational Big Data) 数据驱动的教育管理方法 (Data-driven Approach to Educational Administration) 使用大数据增强学习 (Learning Enhancement with Big Data) 大数据定量社会科学研究 (Quantitative Social Science Research with Big Data) 公民数据采集与分析 (Civic Data Acquisition and Analysis) 数据科学编程导论 (Introduction to Data Science Programming) 数据科学与数据可视化 (Data Science and Data Visualization) 数据库和数据挖掘技术 (Database and Data Mining Technologies) 机器学习工具 (Tools for Machine Learning),,澳门
澳门科技大学,法学硕士,Master of Laws,"社科,法律,法学院",专业方向: 法律 入学时间: 9月 项目时长: 2年 项目学费: 130000港币/年,修读法学专业，需要面试笔试,法学硕士生需在课程结束后参加1至2个月的实习活动。实习地点为政府机关、司法系统、律师事务所或其他与法律相关的机构。实习机构原则上由学生自觅。学生受指导老师和实习机构的共同指导和监督。,,法理学与法哲学 (JURISPRUDENCE AND THE PHILOSOPHY OF LAW) 比较法学 (COMPARATIVE LAW) 欧盟法 (EUROPEAN UNION LAW),,澳门
澳门科技大学,设计学硕士,Master of Design,"社科,艺术,人文艺术学院",专业方向: 艺术 入学时间: 9月 项目时长: 2年 项目学费: 135000港币/年,修读艺术或相关专业(色盲、色弱者不可报读),引导学生对视觉传达认知深化的课程，透过对观念及趋势的把握，运用商用软体技术，开展并完成各种视觉传达计画。该科目以设计创作为导向，著重视觉符号与应用媒体的并用，透过文字、图像的构成形式实验多种的表现技法。经由专题创作呈现具有强烈时代性的应用设计作品，探索应用设计创作在艺术及设计相关领域发展的可能性。,,艺术设计研究方法与实践 (Research Methodology in Art Design and Practice) 设计管理基础 (Basics of Design Management) 项目方法学 (Project Methodology) 项目管理 (Project Management) 传播伦理 (Ethics of Communication) 视觉传达项目方法学 (Project Methodology of Visual Communication) 图像设计进阶 (Advanced Graphic Design) 进阶摄影学 (Advanced Photography) 网络设计进阶 (Advanced Web Design) 电脑图像进阶 (Advanced Computer Graphics) 新材料与技术应用专题 (Special Topics in New Material Technology) 整合新媒体应用 (Integrated New Media) 室内设计专题 (Special Topics in Interior Design) 电脑图像进阶 (Advanced Computer Graphics),,澳门
